Category,Year,Dollar Sales UD
Eyeshadow,2003,732494835.6
Eyeshadow,2001,458184338.5
Eyeshadow,2005,988968877.4
Eyeshadow,2003,839237128.5
Eyeshadow,2003,639486080.9
Eyeshadow,2014,499645867.6
Eyeshadow,2020,569869954.3
Eyeshadow,2023,998105120.1
Eyeshadow,2020,418547758.7
Eyeshadow,2016,390417482.2
Eyeshadow,2003,624516851.5
Eyeshadow,2018,654921048.1
Eyeshadow,2008,220410824.5
Eyeshadow,2024,339997222
Eyeshadow,2017,255417694.5
Eyeshadow,2018,10145738.33
Eyeshadow,2017,796731485.2
Eyeshadow,2007,771010143.8
Eyeshadow,2008,323507162
Eyeshadow,2016,741057665
Eyeshadow,2022,599958384.4
Eyeshadow,2008,358919767.3
Eyeshadow,2000,704934144.9
Eyeshadow,2024,489407211.6
Eyeshadow,2010,711864884.1
Eyeshadow,2019,387068723.5
Eyeshadow,2001,865821344.7
Eyeshadow,2005,58799643.02
Eyeshadow,2024,235259406.7
Eyeshadow,2023,594417172.9
Eyeshadow,2016,336017368.8
Eyeshadow,2005,946947729.8
Eyeshadow,2019,782231108
Eyeshadow,2024,901597512.6
Eyeshadow,2015,126589089.4
Eyeshadow,2018,904854623.6
Eyeshadow,2024,326618385.2
Eyeshadow,2022,716542592.1
Eyeshadow,2024,887057107.9
Eyeshadow,2001,347183773.1
Eyeshadow,2007,586222061.2
Eyeshadow,2019,795632134.9
Eyeshadow,2000,899445056.5
Eyeshadow,2002,580080995.8
Eyeshadow,2021,882352981.7
Eyeshadow,2004,951711527.1
Eyeshadow,2006,114072974
Eyeshadow,2007,833459326.2
Eyeshadow,2002,843957802.6
Eyeshadow,2015,494261928.3
Eyeshadow,2001,842916926.4
Eyeshadow,2007,190211355.8
Eyeshadow,2015,998520327
Eyeshadow,2016,198936731.7
Eyeshadow,2018,18733867.55
Eyeshadow,2001,517221246.1
Eyeshadow,2012,420744568.7
Eyeshadow,2019,689856750.5
Eyeshadow,2012,10957025.7
Eyeshadow,2012,800667881.8
Eyeshadow,2016,411238033.5
Eyeshadow,2003,143516861.2
Eyeshadow,2014,805524133.6
Eyeshadow,2016,29913753.01
Eyeshadow,2001,367636562.5
Eyeshadow,2011,69284115.79
Eyeshadow,2014,654493472.6
Eyeshadow,2008,554052450.8
Eyeshadow,2008,658847679.4
Eyeshadow,2011,232965203.7
Eyeshadow,2009,378676659.5
Eyeshadow,2015,158336374
Eyeshadow,2000,455002590.7
Eyeshadow,2014,794280132.2
Eyeshadow,2023,351798526.8
Eyeshadow,2021,421076784.5
Eyeshadow,2020,330508869.3
Eyeshadow,2023,526210968.3
Eyeshadow,2021,771218130.1
Eyeshadow,2012,758829274.6
Eyeshadow,2013,450962535
Eyeshadow,2000,201277442.3
Eyeshadow,2018,498707614.7
Eyeshadow,2005,678217534.1
Eyeshadow,2023,694861805.2
Eyeshadow,2002,753729248.8
Eyeshadow,2001,677905347.7
Eyeshadow,2020,835904179.6
Eyeshadow,2001,59008458.62
Eyeshadow,2017,182453783.9
Eyeshadow,2017,393235625.7
Eyeshadow,2021,189660523.4
Eyeshadow,2022,532440412.8
Eyeshadow,2001,322467001.7
Eyeshadow,2010,285414209.9
Eyeshadow,2018,284035701.2
Eyeshadow,2004,322336137.4
Eyeshadow,2003,438165879.8
Eyeshadow,2007,980486257.9
Eyeshadow,2018,496520309.5
Eyeshadow,2023,701849819.4
Eyeshadow,2005,900173038.9
Eyeshadow,2001,252610339.8
Eyeshadow,2001,771107549.8
Eyeshadow,2000,559615491.6
Eyeshadow,2019,743200000
Eyeshadow,2004,112056046.5
Eyeshadow,2018,819294222.8
Eyeshadow,2002,975720296.5
Eyeshadow,2013,490366761.3
Eyeshadow,2008,648679941.2
Eyeshadow,2012,102546984.5
Eyeshadow,2019,544178784.1
Eyeshadow,2012,80512632.43
Eyeshadow,2015,266015824.3
Eyeshadow,2024,151007436.2
Eyeshadow,2013,478162006.6
Eyeshadow,2020,550179268
Eyeshadow,2016,21445146.71
Eyeshadow,2011,227195090.7
Eyeshadow,2003,636397587.2
Eyeshadow,2003,534872030.2
Eyeshadow,2018,737617160.5
Eyeshadow,2012,702134771.7
Eyeshadow,2004,695366076
Eyeshadow,2018,677469503.3
Eyeshadow,2003,135813307.2
Eyeshadow,2008,942908666.1
Eyeshadow,2000,958616111.8
Eyeshadow,2011,452025430.4
Eyeshadow,2010,55443060.72
Eyeshadow,2015,445323467.1
Eyeshadow,2021,602025135.2
Eyeshadow,2024,715379884.9
Eyeshadow,2022,350947497.9
Eyeshadow,2020,79891019.06
Eyeshadow,2017,468895784.3
Eyeshadow,2024,992276283.7
Eyeshadow,2008,876892522.1
Eyeshadow,2022,971620304.6
Eyeshadow,2008,391576336.2
Eyeshadow,2011,475638862.6
Eyeshadow,2000,753699377.8
Eyeshadow,2020,147857568.4
Eyeshadow,2018,925176323.9
Eyeshadow,2007,387129726.5
Eyeshadow,2009,836923858.3
Eyeshadow,2007,198471094
Eyeshadow,2012,17001681.34
Eyeshadow,2016,857408237.7
Eyeshadow,2024,779229902.9
Eyeshadow,2020,706983901.4
Eyeshadow,2020,265872669.1
Eyeshadow,2014,443349420
Eyeshadow,2020,131331985.3
Eyeshadow,2005,878329561.6
Eyeshadow,2019,187358497.5
Eyeshadow,2009,680468000.3
Eyeshadow,2002,84364031.9
Eyeshadow,2018,993954601.2
Eyeshadow,2022,913175916.4
Eyeshadow,2021,839185014.9
Eyeshadow,2005,491831858.6
Eyeshadow,2022,792981848.2
Eyeshadow,2007,351113881
Eyeshadow,2018,606620928
Eyeshadow,2004,258086057.3
Eyeshadow,2004,11404642.57
Eyeshadow,2009,161302600.7
Eyeshadow,2023,443562763.8
Eyeshadow,2008,428917018.5
Eyeshadow,2016,765505200.1
Eyeshadow,2004,985467292.5
Eyeshadow,2003,717896425.2
Eyeshadow,2018,696497616.3
Eyeshadow,2018,836299481.5
Eyeshadow,2012,598757845.8
Eyeshadow,2011,105651854.5
Eyeshadow,2011,281077988.7
Eyeshadow,2024,902652498.4
Eyeshadow,2009,203061386.9
Eyeshadow,2023,321429217.5
Eyeshadow,2014,771442090.3
Eyeshadow,2000,998146128.6
Eyeshadow,2021,773709516
Eyeshadow,2005,487420897.5
Eyeshadow,2003,149233021.5
Eyeshadow,2007,466920603.2
Eyeshadow,2003,887439683.9
Eyeshadow,2010,31957265.83
Eyeshadow,2015,153986984.1
Eyeshadow,2020,929906108.2
Eyeshadow,2000,338437060.5
Eyeshadow,2024,253054899.6
Eyeshadow,2016,193232970.6
Eyeshadow,2008,869253803.7
Eyeshadow,2019,910317022.9
Eyeshadow,2004,779068193.6
Eyeshadow,2010,701945405.1
Eyeshadow,2019,241207816
Eyeshadow,2013,710437783.4
Eyeshadow,2001,730907305.3
Eyeshadow,2020,736261537.5
Eyeshadow,2001,182407983.2
Eyeshadow,2007,599285724.9
Eyeshadow,2020,787996387.1
Eyeshadow,2024,969263909.4
Eyeshadow,2003,246545780.1
Eyeshadow,2021,979515263.5
Eyeshadow,2024,82717109.87
Eyeshadow,2007,825910521
Eyeshadow,2014,388752124.8
Eyeshadow,2014,635797497.5
Eyeshadow,2012,693903115.6
Eyeshadow,2017,50541876.35
Eyeshadow,2014,572192180.7
Eyeshadow,2011,645722490
Eyeshadow,2000,465077056.5
Eyeshadow,2017,973126420
Eyeshadow,2017,694306670.5
Eyeshadow,2002,850753174.2
Eyeshadow,2008,774692067.3
Eyeshadow,2002,817695232.6
Eyeshadow,2005,426977289.6
Eyeshadow,2023,879232044
Eyeshadow,2019,562601343.3
Eyeshadow,2010,967707945.9
Eyeshadow,2013,837751687.9
Eyeshadow,2002,467989018.2
Eyeshadow,2001,146504205.5
Eyeshadow,2019,111672333.4
Eyeshadow,2002,840131745.9
Eyeshadow,2022,814711303.4
Eyeshadow,2014,659538487.9
Eyeshadow,2003,640425998.7
Eyeshadow,2011,936813377.1
Eyeshadow,2017,39140730.98
Eyeshadow,2008,282552977.7
Eyeshadow,2000,185502494.1
Eyeshadow,2003,965265760
Eyeshadow,2009,344691115.4
Eyeshadow,2012,896763113.4
Eyeshadow,2007,840334276.2
Eyeshadow,2001,781688656.7
Eyeshadow,2004,852528208.7
Eyeshadow,2017,558239708
Eyeshadow,2016,900724400.3
Eyeshadow,2010,177904088.3
Eyeshadow,2013,857810918.3
Eyeshadow,2011,497811640.3
Eyeshadow,2011,172926562.8
Eyeshadow,2004,582651922.8
Eyeshadow,2020,980969347.7
Eyeshadow,2021,451070663.9
Eyeshadow,2013,453664733.6
Eyeshadow,2014,963848373.3
Eyeshadow,2000,132100755
Eyeshadow,2006,23464438.98
Eyeshadow,2008,185809614.1
Eyeshadow,2003,846680317.7
Eyeshadow,2008,904275459
Eyeshadow,2018,19286316.88
Eyeshadow,2001,362865371.6
Eyeshadow,2014,258452223.5
Eyeshadow,2005,921284195
Eyeshadow,2022,947217768
Eyeshadow,2005,524769411
Eyeshadow,2002,560101894.7
Eyeshadow,2016,257559695.6
Eyeshadow,2019,650918538.9
Eyeshadow,2002,239896934.4
Eyeshadow,2001,717701866.6
Eyeshadow,2014,503119084.8
Eyeshadow,2007,761490808.1
Eyeshadow,2012,117150428.2
Eyeshadow,2018,286297067.5
Eyeshadow,2002,538038191.1
Eyeshadow,2017,414179179.1
Eyeshadow,2006,371841453.4
Eyeshadow,2008,439814975.1
Eyeshadow,2009,599636808.6
Eyeshadow,2004,803575130.8
Eyeshadow,2005,172404310.9
Eyeshadow,2013,190460382.6
Eyeshadow,2013,703632660.5
Eyeshadow,2009,169980031.2
Eyeshadow,2017,367640853.3
Eyeshadow,2003,416994125.2
Foundation,2001,595354390.5
Foundation,2009,749324313.9
Foundation,2003,792774303.4
Foundation,2024,769306559.9
Foundation,2021,775113643.1
Foundation,2015,264172749.8
Foundation,2000,54715484.18
Foundation,2009,402136464.8
Foundation,2023,477322358.3
Foundation,2003,33728041.5
Foundation,2016,459912592
Foundation,2006,214859439.9
Foundation,2019,295205629.5
Foundation,2017,248610940.1
Foundation,2012,620955998.4
Foundation,2017,132870389.1
Foundation,2013,594594793.8
Foundation,2014,253710057.7
Foundation,2017,140671262.5
Foundation,2020,223089007.4
Foundation,2010,520404264.5
Foundation,2017,105910908.5
Foundation,2014,733903959.2
Foundation,2006,452818928.5
Foundation,2012,283520461.9
Foundation,2005,779117187.5
Foundation,2016,524276765.6
Foundation,2011,26792285.16
Foundation,2014,788158108.1
Foundation,2020,222992393.9
Foundation,2006,701754855
Foundation,2019,975731061
Foundation,2013,755792819.2
Foundation,2022,388457877.5
Foundation,2017,549399222.7
Foundation,2002,23801120.78
Foundation,2000,932300180
Foundation,2023,498147323.2
Foundation,2020,185232756
Foundation,2011,245953991.3
Foundation,2022,166885395.1
Foundation,2011,275190165
Foundation,2012,244555660.8
Foundation,2002,263613757.6
Foundation,2023,315164414.5
Foundation,2011,779450546.8
Foundation,2011,606952781.3
Foundation,2020,788228514.3
Foundation,2018,357851489.9
Foundation,2009,426832896.9
Foundation,2009,856268434.7
Foundation,2004,47964144.86
Foundation,2021,465700190.4
Foundation,2012,395613205.1
Foundation,2007,733629298.8
Foundation,2006,193237350.9
Foundation,2018,514489334
Foundation,2013,423129940.5
Foundation,2022,738518367.6
Foundation,2020,670239338.2
Foundation,2006,149093239.8
Foundation,2021,664191338
Foundation,2023,584786130.9
Foundation,2001,54187883.86
Foundation,2022,67407238.31
Foundation,2002,384457581.1
Foundation,2023,147038797.6
Foundation,2013,420159143.5
Foundation,2012,440631018.3
Foundation,2000,294171771.9
Foundation,2015,436985787.5
Foundation,2017,18168647.78
Foundation,2018,480026272.7
Foundation,2009,861335588
Foundation,2023,408318785.4
Foundation,2022,102487464.3
Foundation,2023,681884216.3
Foundation,2012,865606318.3
Foundation,2015,592968083.4
Foundation,2011,515686890.5
Foundation,2005,414185777.2
Foundation,2024,322019868.3
Foundation,2000,242943762
Foundation,2013,15027248.95
Foundation,2006,935590398
Foundation,2017,588935363.2
Foundation,2016,98059860.72
Foundation,2023,996647822
Foundation,2016,679220191.7
Foundation,2023,335998257
Foundation,2023,130885326.1
Foundation,2020,145815907.8
Foundation,2012,737515813.8
Foundation,2004,959288003.8
Foundation,2005,181048520.8
Foundation,2011,818316532.7
Foundation,2014,112135880.9
Foundation,2001,326611903.1
Foundation,2008,377241000.9
Foundation,2020,128702425.5
Foundation,2023,412354455.6
Foundation,2022,46693035.65
Foundation,2017,815941361.4
Foundation,2013,493837434.6
Foundation,2021,369077808.5
Foundation,2017,613846227.9
Foundation,2003,713360846.1
Foundation,2021,809067350.1
Foundation,2014,407700837.9
Foundation,2008,449333470.1
Foundation,2015,633706492
Foundation,2015,597370711.8
Foundation,2005,137502624.7
Foundation,2015,918295337
Foundation,2023,314372909
Foundation,2008,432033731.8
Foundation,2002,223312612.1
Foundation,2017,441139101
Foundation,2009,653179938.4
Foundation,2020,167715033.3
Foundation,2010,602618478.9
Foundation,2001,343811428.9
Foundation,2002,93606033.91
Foundation,2018,500183355.7
Foundation,2024,855845484.4
Foundation,2003,670898011.3
Foundation,2021,895170647.8
Foundation,2015,819940072.2
Foundation,2018,636284178.8
Foundation,2012,523628282.9
Foundation,2000,922336362.3
Foundation,2003,783597927
Foundation,2014,155988500.1
Foundation,2021,161125680.9
Foundation,2003,352058081.8
Foundation,2008,146644121.5
Foundation,2019,227220025.9
Foundation,2015,71067813.54
Foundation,2007,770928881.1
Foundation,2022,559886016.1
Foundation,2009,321469391
Foundation,2020,371030135.9
Foundation,2016,754580645.4
Foundation,2003,211381435.7
Foundation,2004,592736811.4
Foundation,2015,774855475.9
Foundation,2013,82718672.44
Foundation,2011,419576959.5
Foundation,2023,87013966.75
Foundation,2024,797881452.7
Foundation,2024,403145920.9
Foundation,2000,230562683
Foundation,2017,269604011.9
Foundation,2018,495668676.7
Foundation,2023,142945062.1
Foundation,2006,904862123.7
Foundation,2005,65447437.71
Foundation,2023,264870550.6
Foundation,2016,70392183.18
Foundation,2022,924461364.2
Foundation,2006,900413557.2
Foundation,2008,979924905.6
Foundation,2017,850239712.7
Foundation,2017,337659854.1
Foundation,2017,462186929.3
Foundation,2014,921748462.3
Foundation,2011,197117363.3
Foundation,2017,985712200.9
Foundation,2021,251974553.6
Foundation,2006,909737302.9
Foundation,2013,643219670.7
Foundation,2004,309083761.5
Foundation,2012,945645378.7
Foundation,2013,319286271.8
Foundation,2018,606030812.7
Foundation,2005,711310925.1
Foundation,2008,236925425.1
Foundation,2012,148755797.3
Foundation,2020,24357448.14
Foundation,2007,415466854.1
Foundation,2011,272675234.8
Foundation,2001,11637825.38
Foundation,2012,595802598.6
Foundation,2010,601768230.6
Foundation,2007,683604670
Foundation,2001,492386186.6
Foundation,2014,820278972
Foundation,2021,832246874
Foundation,2002,580159986
Foundation,2020,436490971.3
Foundation,2023,204241248
Foundation,2020,189358018.6
Foundation,2017,851819391.2
Foundation,2002,586392919.2
Foundation,2005,23295576.25
Foundation,2017,760320336.5
Foundation,2022,563090515
Foundation,2006,782150794.6
Foundation,2016,120580504.3
Foundation,2004,712149949.1
Foundation,2005,705178225.3
Foundation,2001,272870474.7
Foundation,2019,166701403.4
Foundation,2024,714942575.8
Foundation,2014,973763623
Foundation,2014,44152105.42
Foundation,2001,140685386
Foundation,2003,98322374.23
Foundation,2018,398927749.5
Foundation,2010,267797689.8
Foundation,2008,18408115.02
Foundation,2021,338776013.3
Foundation,2000,898919484.3
Foundation,2008,370434684
Foundation,2010,760512128
Foundation,2007,430170251.3
Foundation,2001,844425841.8
Foundation,2012,402441068.9
Foundation,2019,804905123.9
Foundation,2014,574756250.8
Foundation,2018,767665474.9
Foundation,2013,594460106.9
Foundation,2019,363006377.3
Foundation,2010,395916977.2
Foundation,2006,290360733.2
Foundation,2013,485930357.1
Foundation,2021,736140420.8
Foundation,2006,888639859.1
Foundation,2001,429470844.2
Foundation,2008,518515693.9
Foundation,2006,931643655.7
Foundation,2006,451960763.3
Foundation,2006,30975278.89
Foundation,2024,648523445.5
Foundation,2014,704556376.3
Foundation,2003,919865027.7
Foundation,2011,442329316.5
Foundation,2004,395218099.7
Foundation,2020,358360675.6
Foundation,2006,284534357.9
Foundation,2014,297985266.6
Foundation,2015,318737484.8
Foundation,2002,324855970.4
Foundation,2019,403184628.9
Foundation,2022,442200243.4
Foundation,2004,786818045.2
Foundation,2005,903266645.4
Foundation,2014,744664009
Foundation,2023,273158955.5
Foundation,2014,771783278.1
Foundation,2018,456813422.6
Foundation,2008,12162976.36
Foundation,2010,284932639
Foundation,2022,731028344.6
Foundation,2006,561261600.6
Foundation,2001,75946808.77
Foundation,2024,786876758.9
Foundation,2023,510422175.9
Foundation,2001,873361355.6
Foundation,2003,766405444
Foundation,2012,610411495.9
Foundation,2013,231988335.7
Foundation,2021,70240574.32
Foundation,2002,722994090.5
Foundation,2013,694228674
Foundation,2007,954233809.5
Foundation,2017,219787613.4
Foundation,2019,739179434.7
Foundation,2022,345816575.5
Foundation,2010,787557421.5
Foundation,2018,814707488.1
Foundation,2021,268925711.9
Foundation,2005,913481545.6
Foundation,2024,858223420.2
Foundation,2024,401926303.1
Foundation,2018,336486145.3
Foundation,2019,241482980.4
Foundation,2000,47561414.23
Foundation,2023,39616600.91
Foundation,2018,649795637.7
Foundation,2006,363454850.7
Foundation,2004,713146597.3
Foundation,2016,341995257.5
Foundation,2003,51233787.98
Foundation,2006,875382712.9
Foundation,2000,263107785.4
Foundation,2012,944826349
Foundation,2002,969785541.5
Foundation,2024,765512623.7
Foundation,2015,418806886.2
Foundation,2007,779762677.6
Foundation,2020,968572144.5
Foundation,2002,558411426.3
Foundation,2007,896594073.4
Foundation,2017,322708848
Foundation,2019,772880650
Foundation,2015,775719456.4
Foundation,2022,306959009.2
Foundation,2009,765607179.6
Foundation,2021,678889523.6
Foundation,2002,256127825.1
Foundation,2012,648935642.5
Foundation,2017,418917891.7
Foundation,2012,911855829
Foundation,2006,157974116.1
Foundation,2004,409825277.6
Foundation,2019,186236149.6
Foundation,2021,433197529.8
Foundation,2022,614919224.6
Foundation,2021,784656012.7
Foundation,2009,982092484.2
Foundation,2011,580105973.2
Foundation,2008,558189833.9
Foundation,2024,118217787.4
Foundation,2001,346441779.1
Foundation,2003,672211520.2
Foundation,2012,114379168
Foundation,2020,836190157.1
Foundation,2005,583176826.6
Foundation,2001,245512460
Foundation,2011,286752923.8
Foundation,2007,179066471.7
Foundation,2011,267742104.9
Foundation,2015,612098975.5
Foundation,2023,637724892.4
Foundation,2010,836589524.9
Foundation,2021,791646749.4
Foundation,2015,69325069.01
Foundation,2017,28507675.2
Foundation,2014,286026237
Foundation,2024,51560790.46
Foundation,2023,350157691.1
Foundation,2010,61904862.52
Foundation,2010,665083882.4
Foundation,2018,78240105.04
Foundation,2024,478237402
Foundation,2002,761829811.8
Foundation,2001,494964473.7
Foundation,2001,629345381.1
Foundation,2011,413331645.4
Foundation,2007,71927424.4
Foundation,2003,802938544.4
Foundation,2017,222435127
Foundation,2015,436564775.1
Foundation,2010,686906990.4
Foundation,2012,886314957.5
Foundation,2002,869701661.2
Foundation,2013,460748544.4
Foundation,2023,99709021.68
Foundation,2018,709089821.2
Foundation,2017,82732332.41
Foundation,2014,761322675.8
Foundation,2008,122174169.3
Foundation,2021,415574754.1
Foundation,2013,447625334.5
Foundation,2008,149635909.1
Foundation,2010,989069559.5
Foundation,2016,422786752.2
Foundation,2004,828982796.6
Foundation,2017,499480743.5
Foundation,2000,692873629.9
Foundation,2005,299786914.3
Foundation,2008,445189500.6
Foundation,2006,561093917.3
Foundation,2015,332202583.3
Foundation,2020,505452901.9
Foundation,2000,614401722.5
Foundation,2022,513040056.3
Foundation,2022,985439440.6
Foundation,2000,209537535.9
Foundation,2003,293122034.5
Foundation,2021,959752356.6
Foundation,2017,271544440.1
Foundation,2003,50372690.58
Foundation,2012,927680304.3
Foundation,2017,280413589.4
Foundation,2005,176138290
Foundation,2019,395070356.6
Foundation,2013,686393697.1
Foundation,2012,576177659.3
Foundation,2022,991483483
Foundation,2023,353090088.1
Foundation,2015,778108767.9
Foundation,2019,789693799.7
Foundation,2003,304257969.4
Foundation,2021,30119918.63
Foundation,2013,309546734.5
Foundation,2024,703573144.8
Foundation,2009,543039017
Foundation,2007,184011032.3
Foundation,2001,476175650.4
Foundation,2005,331499875.1
Foundation,2003,256996119.3
Foundation,2002,333535155.3
Foundation,2002,153724918.5
Foundation,2007,251956809.4
Foundation,2014,708349382.6
Foundation,2007,483129812.1
Foundation,2010,115470888.3
Foundation,2022,490210463.3
Foundation,2014,72341500.06
Foundation,2012,766798253.1
Foundation,2020,122039295.4
Foundation,2006,346908368.2
Foundation,2001,781550209.4
Foundation,2012,120634488.8
Foundation,2008,767045282.7
Foundation,2013,597880004.5
Foundation,2006,959853515.7
Foundation,2022,18754097.03
Foundation,2014,328042816.5
Foundation,2005,760987138.4
Foundation,2001,564128576.8
Foundation,2020,937123875.7
Foundation,2023,950718148.3
Foundation,2012,146927740.1
Foundation,2007,570874520
Foundation,2007,721370469.3
Foundation,2013,693211824
Foundation,2018,638562867.7
Foundation,2000,901238732
Foundation,2012,333451074.3
Foundation,2022,814536298.8
Foundation,2024,160282189.8
Foundation,2001,248607994
Foundation,2012,158515342.3
Foundation,2005,557748251.2
Foundation,2006,546817448.3
Foundation,2018,613796174.1
Foundation,2012,245808782.6
Foundation,2006,651213492.6
Foundation,2007,918180395.3
Foundation,2010,617456707.8
Foundation,2005,189356168.7
Foundation,2014,696382909.2
Foundation,2001,251287887.5
Foundation,2008,705010626.3
Foundation,2007,383681521.1
Foundation,2017,311809711.4
Foundation,2002,607002790.9
Foundation,2008,865742903.1
Foundation,2022,466127880.4
Foundation,2001,213808241.4
Foundation,2016,214777811.6
Foundation,2017,518311251.7
Foundation,2017,720936994
Foundation,2002,43712951.82
Foundation,2024,428329895.3
Foundation,2004,237625580.5
Foundation,2012,321269830.9
Foundation,2023,757134525.7
Foundation,2003,681738248.9
Foundation,2003,271046738.1
Foundation,2017,810637715.6
Foundation,2020,849401364.9
Foundation,2015,584151211.5
Foundation,2021,277330314.1
Foundation,2018,147080243.4
Foundation,2011,619081933.9
Foundation,2008,84107741.54
Foundation,2022,816040509.4
Foundation,2021,522534759.9
Foundation,2004,112980807.4
Foundation,2006,188030060.9
Foundation,2024,918593675.3
Foundation,2011,512023581.6
Foundation,2001,701369496.3
Foundation,2005,342755548.4
Foundation,2000,259372166.9
Foundation,2000,40132191.07
Foundation,2006,246413707.6
Foundation,2019,238127237.5
Foundation,2010,79698329.7
Foundation,2024,304365082.7
Foundation,2005,911212053.8
Foundation,2000,332054791.9
Foundation,2004,127368885.8
Foundation,2016,365020179.1
Foundation,2008,195783727.1
Foundation,2017,263690469.9
Foundation,2013,423374220.7
Foundation,2007,438380759.8
Foundation,2004,503747692
Foundation,2003,445680163.4
Foundation,2023,285597801.1
Foundation,2021,234312921.4
Foundation,2022,747885421.3
Foundation,2004,477702316.9
Foundation,2012,513907248.6
Foundation,2018,822546546.8
Foundation,2008,630225806.5
Foundation,2013,113875752.9
Foundation,2009,740281558.3
Foundation,2021,988513882.3
Foundation,2008,170448748.5
Foundation,2023,494215238.3
Foundation,2003,126230652.8
Foundation,2009,276372969
Foundation,2021,940829651
Foundation,2008,342145968.3
Foundation,2003,660846628.2
Foundation,2021,679435772.9
Highlighter,2021,141529844.5
Highlighter,2014,704361536.9
Highlighter,2005,514866371.8
Highlighter,2012,954500865.9
Highlighter,2024,143876105.3
Highlighter,2006,322300465.7
Highlighter,2012,926988433.8
Highlighter,2017,980730998.5
Highlighter,2020,529104429.7
Highlighter,2017,333133392.2
Highlighter,2008,349562350.9
Highlighter,2017,751278377.4
Highlighter,2013,639933529.3
Highlighter,2022,244503374.9
Highlighter,2009,698503258.3
Highlighter,2016,26693511.56
Highlighter,2005,460694736.8
Highlighter,2003,177239889.3
Highlighter,2000,214981658.8
Highlighter,2020,912792427.2
Highlighter,2001,317380653.6
Highlighter,2011,317954705.6
Highlighter,2002,451968810.5
Highlighter,2015,249380609.5
Highlighter,2024,222113872.7
Highlighter,2006,675194861.6
Highlighter,2004,385067545.1
Highlighter,2006,724369169.1
Highlighter,2016,412970570.2
Highlighter,2023,937977546.5
Highlighter,2023,652287052.1
Highlighter,2012,860639366.6
Highlighter,2000,951654292.7
Highlighter,2007,522999732.1
Highlighter,2005,373528416.7
Highlighter,2017,43241877.33
Highlighter,2017,283043778.5
Highlighter,2015,350352259.1
Highlighter,2005,303653251.4
Highlighter,2022,358188937.4
Highlighter,2019,109075951.9
Highlighter,2023,966747261.1
Highlighter,2013,236840124.7
Highlighter,2021,323325743.4
Highlighter,2009,190171911
Highlighter,2008,307492414.2
Highlighter,2024,288560984.7
Highlighter,2010,41425747.08
Highlighter,2024,758077818.4
Highlighter,2006,678628820.6
Highlighter,2009,284441778.7
Highlighter,2018,680826530.5
Highlighter,2016,86267493.67
Highlighter,2010,723613306.4
Highlighter,2022,371455719.4
Highlighter,2023,349080324.4
Highlighter,2016,14569021.46
Highlighter,2013,354292403.7
Highlighter,2020,254353598.1
Highlighter,2000,966865877.8
Highlighter,2013,407616088.7
Highlighter,2015,464719332.5
Highlighter,2017,910840815.6
Highlighter,2004,339649754.8
Highlighter,2022,291507233.6
Highlighter,2014,434994568
Highlighter,2011,277786854.9
Highlighter,2002,294486009.5
Highlighter,2008,558609270.2
Highlighter,2017,755948078.2
Highlighter,2018,318854935
Highlighter,2020,245496606.2
Highlighter,2004,100097453.4
Highlighter,2022,852648544.7
Highlighter,2021,431486516.7
Highlighter,2018,731884190.7
Highlighter,2012,490951555
Highlighter,2019,43356748.53
Highlighter,2010,27470058.7
Highlighter,2008,941104985.6
Highlighter,2003,830227070.6
Highlighter,2007,264371341
Highlighter,2013,499502491.4
Highlighter,2006,399278212.7
Highlighter,2021,44260001.52
Highlighter,2018,811726250.9
Highlighter,2020,862295739
Highlighter,2009,538654703.4
Highlighter,2017,18567162.32
Highlighter,2003,773748094.8
Highlighter,2018,827977685.2
Highlighter,2017,843572712
Highlighter,2004,780479395.8
Highlighter,2008,132078811.7
Highlighter,2004,176877964
Highlighter,2010,806002973
Highlighter,2022,608984183.1
Highlighter,2013,667041907.6
Highlighter,2008,230644194
Highlighter,2015,658565220.6
Highlighter,2018,657545557.3
Highlighter,2011,427946022
Highlighter,2012,21906415.24
Highlighter,2000,795021858.5
Highlighter,2017,294931992.4
Highlighter,2017,670592097.5
Highlighter,2024,152242753.2
Highlighter,2024,152130091.3
Highlighter,2002,119309495.8
Highlighter,2010,798272612.4
Highlighter,2017,65071668.98
Highlighter,2019,939449973.6
Highlighter,2004,290489932
Highlighter,2002,439820552.2
Highlighter,2016,714753772.7
Highlighter,2024,17277377.01
Highlighter,2016,649621792.9
Highlighter,2001,157005663.5
Highlighter,2020,571754319.7
Highlighter,2008,80335408.34
Highlighter,2001,197678669.5
Highlighter,2016,549501286.6
Highlighter,2023,147967237.3
Highlighter,2000,711313631.1
Highlighter,2009,903400940.2
Highlighter,2012,122473049.8
Highlighter,2021,844709557.1
Highlighter,2024,903967634.4
Highlighter,2014,874637243.5
Highlighter,2024,861518562.9
Highlighter,2012,662540751.1
Highlighter,2019,542113202.8
Highlighter,2003,163557236.8
Highlighter,2013,537512044.2
Highlighter,2014,76781469.28
Highlighter,2015,397647916.6
Highlighter,2010,712819190
Highlighter,2009,322704595.1
Highlighter,2021,801380969.8
Highlighter,2011,718351141.9
Highlighter,2004,737163390.8
Highlighter,2021,528291065.1
Highlighter,2012,930716870.9
Highlighter,2008,868404682.5
Highlighter,2004,680146341.3
Highlighter,2015,340007626.2
Highlighter,2017,585559051.7
Highlighter,2023,48344867.28
Highlighter,2009,444052269.8
Highlighter,2019,591838985
