Category,Year,Avg_Price,Units_Sold,Dollar_Sales,YOY_Change,Guess_Unit_Sales
Highlighter,2013,35.49,2027200.615,71945349.81,8.55,1
Highlighter,2003,15.42,50541404.95,779348464.3,-0.04,1
Highlighter,2015,32.79,22782284.42,747031106.2,0.44,1
Highlighter,2006,29.12,15504029.5,451477338.9,4.94,1
Highlighter,2016,10.03,34662201.19,347661877.9,13.4,1
Highlighter,2015,9.65,22995739.27,221908884,0.41,1
Highlighter,2018,29.25,16693719.97,488291309,7.83,1
Highlighter,2010,39.29,5505185.744,216298747.9,-8.35,1
Highlighter,2004,39.36,13111825.81,516081463.8,6.25,1
Highlighter,2010,12.79,28552188.3,365182488.4,-4.62,1
Highlighter,2020,34.66,24414864.88,846219216.6,-0.62,1
Highlighter,2002,19.72,28170017.13,555512737.9,-3.12,1
Highlighter,2022,6.91,101000691.3,697914776.6,-7.84,1
Highlighter,2006,23.53,15214633.13,358000317.5,-4.14,1
Highlighter,2009,35.63,7235790.202,257811204.9,10.61,1
Highlighter,2008,30.41,17090191.54,519712724.6,-3.52,1
Highlighter,2024,29.16,10943638.83,319116508.2,1.71,1
Highlighter,2018,18.07,8920471.4,161192918.2,5.23,1
Highlighter,2007,26.36,3984531.832,105032259.1,14.76,1
Highlighter,2013,37.51,12097091.5,453761902.3,-0.9,1
Highlighter,2006,8.34,20251932.97,168901121,2.86,1
Highlighter,2006,14.3,40514178.31,579352749.9,-2.52,1
Highlighter,2005,28.33,2908850.945,82407747.26,14,1
Highlighter,2016,9.23,36280755.17,334871370.2,-2.61,1
Highlighter,2011,29.9,10652876.19,318520998,9.45,1
Highlighter,2008,18.12,6189899.404,112160977.2,8.47,1
Highlighter,2023,27.47,820103.6331,22528246.8,13.92,1
Highlighter,2002,24.12,22376476.67,539720617.2,12.54,1
Highlighter,2012,11.89,40551110.34,482152702,11.83,1
Highlighter,2016,20.36,38023943.35,774167486.7,1.35,1
Highlighter,2014,28.57,24709951.76,705963321.7,7.58,1
Highlighter,2021,26.97,5709902.633,153996074,7.26,1
Highlighter,2007,11.43,41691254.31,476531036.8,6.84,1
Highlighter,2001,12.29,55495301.64,682037257.1,-4.45,1
Highlighter,2009,34.33,9383590.775,322138671.3,1.91,1
Highlighter,2008,22,10321753.13,227078568.9,10.9,1
Highlighter,2007,7.27,17424518.28,126676247.9,-9.23,1
Highlighter,2011,24.77,12067461.71,298911026.5,-2.69,1
Highlighter,2021,23.37,40983254.07,957778647.5,-6.02,1
Highlighter,2006,9.28,61477146.99,570507924.1,7.21,1
Highlighter,2006,39.57,16131700.32,638331381.7,3.03,1
Highlighter,2014,6.11,58207244.47,355646263.7,9.46,1
Highlighter,2001,9.92,48388798.49,480016881,2.55,1
Highlighter,2005,36.65,4829688.011,177008065.6,12.52,1
Highlighter,2004,22.76,6391089.978,145461207.9,-5.68,1
Highlighter,2006,7.09,130453583.2,924915905,14.49,1
Highlighter,2017,17.24,34772489.18,599477713.4,14.76,1
Highlighter,2011,6.48,4077507.606,26422249.29,-2.06,1
Highlighter,2018,18.02,40136517.13,723260038.7,10.82,1
Highlighter,2022,16.89,8032103.416,135662226.7,6.87,1
Highlighter,2013,16.26,23647738.14,384512222.2,-9.23,1
Highlighter,2023,27.81,15928441.56,442969959.8,-2.95,1
Highlighter,2005,22.68,32222074.91,730796658.9,9.59,1
Highlighter,2010,33.85,24592291.93,832449081.8,-1.05,1
Highlighter,2017,17.17,50322323.92,864034301.7,4.63,1
Highlighter,2021,28.78,8701575.049,250431329.9,8.53,1
Highlighter,2015,27.04,10329732.07,279315955.2,-7.78,1
Highlighter,2016,18.3,18439092.76,337435397.5,-7.19,1
Highlighter,2014,12.66,29296775.08,370897172.5,2.4,1
Highlighter,2022,19.29,17812559.36,343604270.1,12.12,1
Highlighter,2012,38.18,15944866.57,608775005.7,11.53,1
Highlighter,2013,39.41,416971.2961,16432838.78,13.13,1
Highlighter,2016,36.01,26113665.91,940353109.3,3.25,1
Highlighter,2021,10.54,67575381.79,712244524.1,13.08,1
Highlighter,2009,11.18,51356207.05,574162394.8,-8.29,1
Highlighter,2010,24.54,27152316.23,666317840.4,12.18,1
Highlighter,2020,9.12,20534692.12,187276392.1,11.48,1
Highlighter,2019,11.35,1129346.245,12818079.88,-7.77,1
Highlighter,2008,18.1,29362971.38,531469781.9,2.09,1
Highlighter,2005,22.96,36031665.38,827287037.2,-4.92,1
Highlighter,2001,27.58,12458751.81,343612374.9,-0.26,1
Highlighter,2014,27.58,31466270.2,867839732.2,3.65,1
Highlighter,2002,34.47,2974480.461,102530341.5,6.66,1
Highlighter,2006,38.09,24829805.84,945767304.3,10.84,1
Highlighter,2012,23.54,15658233.57,368594818.3,-5.36,1
Highlighter,2001,15.49,59605221.06,923284874.2,3.39,1
Highlighter,2013,37.5,15930764.72,597403677,4.28,1
Highlighter,2000,11.94,60159683.73,718306623.7,-5.08,1
Highlighter,2020,36.16,27197913.4,983476548.6,-3.27,1
Highlighter,2019,29.52,28566215.71,843274687.8,11.97,1
Highlighter,2013,15.16,19320923.58,292905201.4,6,1
Highlighter,2010,21.62,10033891.43,216932732.8,11.07,1
Highlighter,2017,26.18,28935058.47,757519830.7,4.65,1
Highlighter,2011,30.47,4848482.468,147733260.8,-5,1
Highlighter,2010,12.02,26274803.04,315823132.5,-8.59,1
Highlighter,2021,5.79,26765705.89,154973437.1,11.21,1
Highlighter,2007,7.02,33945613.5,238298206.8,-5.26,1
Highlighter,2007,10.11,77586259.03,784397078.8,11.83,1
Highlighter,2005,5.47,35081047.31,191893328.8,5.88,1
Highlighter,2017,5.48,106523761.7,583750214.3,-4.57,1
Highlighter,2018,39.96,3307311.076,132160150.6,13.64,1
Highlighter,2017,19.79,7912051.314,156579495.5,-3.31,1
Highlighter,2020,25.79,16574396.92,427453696.5,-4.21,1
Highlighter,2001,26.01,8391191.795,218254898.6,13.39,1
Highlighter,2017,18.1,3894437.12,70489311.88,-8.43,1
Highlighter,2005,13.72,3659069.274,50202430.44,6.61,1
Highlighter,2006,15.63,27017160.03,422278211.3,-3.36,1
Highlighter,2023,8.78,9373631.691,82300486.25,-8.45,1
Highlighter,2003,15.4,43466348.48,669381766.6,-7.69,1
Highlighter,2012,10.92,14463874.95,157945514.4,-6.19,1
Highlighter,2003,7.23,38375968.78,277458254.3,-7.31,1
Highlighter,2007,7.09,109750690.5,778132395.4,0.75,1
Highlighter,2012,20.42,26140300.91,533784944.6,4.21,1
Highlighter,2014,13.57,24846912.27,337172599.5,11.52,1
Highlighter,2000,15.72,46423824.48,729782520.9,-9.18,1
Highlighter,2004,6.19,44392605.77,274790229.7,-0.13,1
Highlighter,2010,34.59,18128795.35,627075031.3,4.99,1
Highlighter,2012,8.94,96007847.84,858310159.7,1.36,1
Highlighter,2014,24.03,33172754.55,797141291.8,7.79,1
Highlighter,2019,14.52,6779858.27,98443542.08,-2.19,1
Highlighter,2013,31.32,10744055.05,336503804.1,-4.33,1
Highlighter,2024,11.08,68514033.54,759135491.6,4.01,1
Highlighter,2015,33.31,26062305.4,868135393,-1.28,1
Highlighter,2010,15.16,14984047.99,227158167.6,6.2,1
Highlighter,2018,36.55,1908197.601,69744622.32,13.36,1
Highlighter,2006,16.5,57459025.22,948073916.2,-0.5,1
Highlighter,2019,39.98,13677183.6,546813800.2,-6.02,1
Highlighter,2024,18.74,18138510.98,339915695.8,9.32,1
Highlighter,2005,22.07,27888910.52,615508255.1,13.53,1
Highlighter,2009,5.73,112356701.1,643803897.1,-1.71,1
Highlighter,2007,19.96,42093853.15,840193308.9,13.73,1
Highlighter,2003,7.74,49433582.53,382615928.8,-8.75,1
Highlighter,2014,21.88,21719973.26,475233014.9,6.18,1
Highlighter,2020,18.57,31625332.88,587282431.5,11.33,1
Highlighter,2002,35.26,19726222.63,695546610,-3.93,1
Highlighter,2015,26.74,9808171.384,262270502.8,2.99,1
Highlighter,2016,39.66,13369377.53,530229512.8,9.2,1
Highlighter,2019,22.32,43927582.19,980463634.4,-5.34,1
Highlighter,2001,26.6,25133223.45,668543743.7,-8.5,1
Highlighter,2006,16.19,40334277.12,653011946.6,14.88,1
Highlighter,2020,11.95,54250104.46,648288748.3,2.74,1
Highlighter,2008,33.62,3715989.054,124931552,7.31,1
Highlighter,2024,5.36,136879129.4,733672133.8,13.95,1
Highlighter,2018,30.02,12965245.22,389216661.5,0.25,1
Highlighter,2000,28.4,18718495.4,531605269.4,-3.55,1
Highlighter,2004,23.25,8494636.417,197500296.7,-4,1
Highlighter,2004,11.68,19891111.1,232328177.7,-4.72,1
Highlighter,2020,26.61,14009647.09,372796709.1,9.06,1
Highlighter,2001,22.96,8347312.801,191654301.9,1.13,1
Highlighter,2013,24.63,17414424.02,428917263.7,14.21,1
Highlighter,2013,26.85,3266881.625,87715771.63,9.34,1
Highlighter,2021,17.87,2474674.447,44222432.37,0.67,1
Highlighter,2005,16.03,8728485.334,139917619.9,5.74,1
Highlighter,2003,36.8,27103528.36,997409843.7,-8.63,1
Highlighter,2018,31.81,2561796.002,81490730.81,2.72,1
Highlighter,2009,6.35,63403255.37,402610671.6,0.24,1
Highlighter,2004,17.57,24273882.36,426492113,12.12,1
Highlighter,2003,38.82,1814558.693,70441168.46,3.46,1
Highlighter,2005,21.92,31711479.19,695115623.9,11.68,1
Highlighter,2024,12.79,57571450.3,736338849.3,14.46,1
Highlighter,2004,23.6,17107052.95,403726449.6,1.17,1
Highlighter,2011,8.18,92796692.3,759076943,2.91,1
Highlighter,2014,34.6,7213706.592,249594248.1,11.44,1
Highlighter,2017,21.93,45166757.69,990506996.2,12.03,1
Highlighter,2017,25.9,37393693.92,968496672.5,6.76,1
Highlighter,2009,21.33,5304212.311,113138848.6,7.31,1
Highlighter,2023,16.61,51482861.1,855130322.9,-7.64,1
Highlighter,2009,32.45,3371036.444,109390132.6,-5.52,1
Highlighter,2014,10.78,21230185.32,228861397.8,-7.9,1
Highlighter,2006,17.95,20194565.83,362492456.7,1.52,1
Highlighter,2012,19.69,45111491.56,888245268.9,-9.22,1
Highlighter,2003,29.12,32704876.84,952366013.5,2.58,1
Highlighter,2008,6.26,41145883.23,257573229,-4.66,1
Highlighter,2008,29.52,19901718.2,587498721.3,-9.07,1
Highlighter,2006,10.85,62825972.48,681661801.4,7.72,1
Highlighter,2022,18.35,33523309.6,615152731.1,5.21,1
Highlighter,2015,38.31,25228953.27,966521199.6,-8.53,1
Highlighter,2012,15.91,12526482.9,199296343,6.3,1
Highlighter,2020,18.28,25146497.87,459677981,-5.48,1
Highlighter,2003,14.55,40236782.26,585445181.9,9.37,1
Highlighter,2022,20,43332352.54,866647050.8,10.73,1
Highlighter,2015,33.29,22693171.41,755455676.1,1.86,1
Highlighter,2003,26.01,19201883.53,499440990.5,11.63,1
Highlighter,2019,38.88,24356606.21,946984849.5,0.45,1
Highlighter,2008,36.1,6290068.593,227071476.2,-6.53,1
Highlighter,2016,26.64,29434955.95,784147226.4,-4.57,1
Highlighter,2015,34.68,28713329.14,995778254.7,-6.99,1
Highlighter,2004,13.75,22027073.59,302872261.9,10.14,1
Highlighter,2020,27.57,21269350.52,586395993.7,10.6,1
Highlighter,2004,11.18,82237163.09,919411483.4,-7.9,1
Highlighter,2017,28.36,22376980.25,634611159.8,-7.76,1
Highlighter,2010,24.44,25954371.04,634324828.3,7.41,1
Highlighter,2011,7.69,117370487.8,902579051.1,-9.19,1
Highlighter,2008,22.09,9093653.825,200878813,7.13,1
Highlighter,2024,25.68,10068447.84,258557740.5,13.21,1
Highlighter,2016,35.25,4088526.746,144120567.8,-6.18,1
Highlighter,2020,24.94,37479262.72,934732812.2,-6.52,1
Highlighter,2006,23.09,36304281.69,838265864.3,-0.58,1
Highlighter,2006,37.29,22980270.98,856934304.8,-4.16,1
Highlighter,2016,16.95,53090774.29,899888624.3,3.62,1
Highlighter,2024,28.74,31967689.3,918751390.5,4.4,1
Highlighter,2002,38.68,17120284.18,662212592,-3.05,1
Highlighter,2009,19.1,21436778.38,409442467.1,7.26,1
Highlighter,2014,8.67,59778490.4,518279511.8,-6.02,1
Highlighter,2016,26.38,13761381.46,363025242.8,4.59,1
Highlighter,2000,8.53,92302851.89,787343326.6,5.88,1
Highlighter,2013,24.61,33185049.71,816684073.3,-0.5,1
Highlighter,2013,38.68,20966423.66,810981267.3,5.42,1
Highlighter,2000,18.71,24164863.16,452124589.8,-9.53,1
Highlighter,2011,8.92,26109742.52,232898903.3,2.16,1
Highlighter,2006,16.97,19460019.36,330236528.5,-2.42,1
Highlighter,2017,7.96,119609858.3,952094472,11.99,1
Highlighter,2020,22.29,44805892.33,998723340.1,1.22,1
Highlighter,2003,27.99,33067859.9,925569398.6,-1.19,1
Highlighter,2003,23.69,13685832.38,324217369.1,1.06,1
Highlighter,2002,34.28,4472562.704,153319449.5,12.53,1
Highlighter,2007,8.2,12885225.17,105658846.4,-8.4,1
Highlighter,2019,29.53,32720091.47,966224301.1,2.19,1
Highlighter,2008,21.56,12833973.43,276700467.1,0.31,1
Highlighter,2011,25.61,9162839.008,234660307,-4.88,1
Highlighter,2005,31.85,13613213.02,433580834.6,-4.76,1
Highlighter,2003,34.15,3008036.387,102724442.6,9.79,1
Highlighter,2023,32.61,6020907.74,196341801.4,-0.64,1
Highlighter,2017,17.48,14260988.69,249282082.3,-6.52,1
Highlighter,2024,29.04,9095482.321,264132806.6,0.91,1
Highlighter,2024,15.34,10746501.4,164851331.4,-0.63,1
Highlighter,2017,9.16,100659253.7,922038764.3,11.88,1
Highlighter,2004,37.51,21500224.8,806473432.1,-9.35,1
Highlighter,2004,30.08,17219286.25,517956130.5,0.33,1
Highlighter,2015,19.06,46383376,884067146.5,0.34,1
Highlighter,2013,17.05,13659633.03,232896743.2,-2.99,1
Highlighter,2007,27.97,23952580.05,669953664.1,-0.15,1
Highlighter,2003,25.77,10296689.34,265345684.3,11.3,1
Highlighter,2004,19.41,24148966.47,468731439.1,2.85,1
Highlighter,2000,37.29,21370487.47,796905477.8,-7.9,1
Highlighter,2003,9.67,76974579.48,744344183.6,10.64,1
Highlighter,2023,27.59,4178059.351,115272657.5,6.77,1
Highlighter,2001,24.62,37558424.26,924688405.3,7.92,1
Highlighter,2018,20.95,43249471.9,906076436.4,0.43,1
Highlighter,2023,18.66,39589731.25,738744385.1,-7.1,1
Highlighter,2018,12.01,64216819.29,771243999.7,-0.62,1
Highlighter,2006,12.55,20400611.74,256027677.3,4.12,1
Highlighter,2017,19.43,14367478.85,279160114.1,0.61,1
Highlighter,2012,10.1,91716636.28,926338026.4,-9,1
Highlighter,2008,37.24,19347688.49,720507919.3,-8.65,1
Highlighter,2019,23.28,22782267.7,530371192,5.5,1
Highlighter,2011,29.51,27063634.6,798647857.1,1.07,1
Highlighter,2019,21.1,47123883.56,994313943.2,0.78,1
Highlighter,2000,5.01,18591584.14,93143836.56,12.97,1
Highlighter,2022,5.41,40588303.62,219582722.6,1.84,1
Highlighter,2018,7.15,24652619.62,176266230.3,7.67,1
Highlighter,2014,30.8,30221367.61,930818122.3,-5.15,1
Highlighter,2013,29.08,2075748.865,60362776.99,1.74,1
Highlighter,2021,17.97,34288217.96,616159276.8,4.39,1
Highlighter,2018,26.32,29968026.34,788758453.3,5.52,1
Highlighter,2024,25.84,37766236.1,975879540.7,4.83,1
Highlighter,2008,34.72,25614406.38,889332189.5,8.12,1
Highlighter,2008,17.38,6739666.099,117135396.8,13.22,1
Highlighter,2019,15.12,51387148.94,776973692,-9.39,1
Highlighter,2011,20.58,18417670.39,379035656.6,13.94,1
Highlighter,2000,10.62,78734339.14,836158681.7,-5.44,1
Highlighter,2003,14.35,50586279.34,725913108.6,-4.81,1
Highlighter,2003,35.17,2637135.545,92748057.11,-2.92,1
Highlighter,2015,34.59,19792014.03,684605765.2,-1.77,1
Highlighter,2009,7.04,17213129.91,121180434.6,7.34,1
Highlighter,2023,23.65,40633078.31,960972302.1,-6.53,1
Highlighter,2013,16.91,44723987.62,756282630.7,8.13,1
Highlighter,2004,35.63,3998342.767,142460952.8,5.75,1
Highlighter,2000,36.09,15041880.4,542861463.7,11.48,1
Highlighter,2015,38.54,12081427.21,465618204.5,0.2,1
Highlighter,2018,23.87,20322296.36,485093214.2,3.06,1
Highlighter,2005,20.02,16754397.84,335423044.7,-0.32,1
Highlighter,2017,20.28,5818345.552,117996047.8,9.03,1
Highlighter,2021,29.06,21064813.81,612143489.2,12.71,1
Highlighter,2001,39.54,10224863.23,404291092.3,-3.24,1
Highlighter,2018,9.23,23370743.16,215711959.4,3.34,1
Highlighter,2004,18.77,1850555.185,34734920.83,-1.3,1
Highlighter,2005,7.72,101224988.9,781456914.6,9.11,1
Highlighter,2013,34.31,18898446.81,648405710.2,6.43,1
Highlighter,2002,39.47,16012092.1,631997275.1,5.76,1
Highlighter,2006,37.01,13124214.64,485727183.8,-2.44,1
Highlighter,2019,38.5,24739489.71,952470353.8,-5.95,1
Highlighter,2013,9.13,82031319.08,748945943.2,-3.64,1
Highlighter,2024,13.75,71573489.11,984135475.2,8.09,1
Highlighter,2023,6.57,119622062.7,785916952,-7.61,1
Highlighter,2015,15.5,1449335.288,22464696.97,-3.79,1
Highlighter,2024,33.77,19059396.77,643635828.8,13.47,1
Highlighter,2010,18.92,31689570.85,599566680.4,-3.22,1
Highlighter,2001,12.41,33042223.05,410053988,-9.75,1
Highlighter,2013,33.77,15400141.64,520062783.2,1.23,1
Highlighter,2012,38.09,8296226.367,316003262.3,-0.74,1
Highlighter,2001,26.28,13464151,353837888.4,8.98,1
Highlighter,2018,26.07,17587109.14,458495935.4,11.8,1
Foundation,2001,8.66,68747620.15,595354390.5,8.65,1
Foundation,2009,13.86,54063803.31,749324313.9,4.96,1
Foundation,2003,35.09,22592599.13,792774303.4,11.38,1
Foundation,2024,36.07,21328155.25,769306559.9,7.06,1
Foundation,2021,12.04,64378209.56,775113643.1,10.73,1
Foundation,2015,39.54,6681151.993,264172749.8,-8.55,1
Foundation,2000,21.44,2552028.18,54715484.18,-6.96,1
Foundation,2009,21.05,19103870.06,402136464.8,-2.5,1
Foundation,2023,9.1,52453006.41,477322358.3,4.19,1
Foundation,2003,6.46,5221059.056,33728041.5,8.51,1
Foundation,2016,38.31,12005027.2,459912592,4.16,1
Foundation,2006,18.77,11446960.04,214859439.9,12.28,1
Foundation,2019,5.14,57433001.85,295205629.5,11.05,1
Foundation,2017,16.22,15327431.57,248610940.1,-7.93,1
Foundation,2012,34.86,17812851.36,620955998.4,11.68,1
Foundation,2017,20.53,6472011.159,132870389.1,-0.76,1
Foundation,2013,9.67,61488603.29,594594793.8,-5,1
Foundation,2014,36.3,6989257.788,253710057.7,0.71,1
Foundation,2017,19.09,7368845.6,140671262.5,11.47,1
Foundation,2020,7.38,30228862.79,223089007.4,0.75,1
Foundation,2010,32.79,15870822.34,520404264.5,-6.38,1
Foundation,2017,38.73,2734596.14,105910908.5,-7.02,1
Foundation,2014,32.95,22273261.28,733903959.2,-3.74,1
Foundation,2006,35.25,12845927.05,452818928.5,-7.3,1
Foundation,2012,31.29,9061056.628,283520461.9,5.89,1
Foundation,2005,26.73,29147668.82,779117187.5,-9.17,1
Foundation,2016,7.49,69996897.94,524276765.6,8.18,1
Foundation,2011,6.6,4059437.145,26792285.16,8.26,1
Foundation,2014,29.67,26564142.5,788158108.1,-6.22,1
Foundation,2020,23.45,9509270.529,222992393.9,-6.66,1
Foundation,2006,24.67,28445677.14,701754855,0.68,1
Foundation,2019,22.35,43656870.74,975731061,3.39,1
Foundation,2013,10.89,69402462.74,755792819.2,-4.51,1
Foundation,2022,24.73,15707961.08,388457877.5,0.71,1
Foundation,2017,33.08,16608198.99,549399222.7,3.39,1
Foundation,2002,25.99,915779.9454,23801120.78,14.22,1
Foundation,2000,13.66,68250379.21,932300180,1.91,1
Foundation,2023,21.71,22945523.87,498147323.2,-1.41,1
Foundation,2020,33.4,5545890.898,185232756,-6.17,1
Foundation,2011,28.2,8721772.741,245953991.3,-9.08,1
Foundation,2022,36.39,4586023.498,166885395.1,6.83,1
Foundation,2011,13.46,20445034.55,275190165,14.05,1
Foundation,2012,25.94,9427743.285,244555660.8,4.05,1
Foundation,2002,11.47,22982890.81,263613757.6,-8.27,1
Foundation,2023,6.93,45478270.49,315164414.5,5.98,1
Foundation,2011,13.23,58915385.25,779450546.8,-6.39,1
Foundation,2011,21.08,28792826.44,606952781.3,-1.18,1
Foundation,2020,38.72,20357141.38,788228514.3,1.01,1
Foundation,2018,18.91,18923928.6,357851489.9,14.3,1
Foundation,2009,13.13,32508217.59,426832896.9,6.93,1
Foundation,2009,8.37,102302083,856268434.7,0.08,1
Foundation,2004,6.11,7850105.542,47964144.86,1.21,1
Foundation,2021,33.75,13798524.16,465700190.4,5.64,1
Foundation,2012,14.31,27645926.28,395613205.1,10.81,1
Foundation,2007,22.99,31910800.3,733629298.8,-4.36,1
Foundation,2006,8.62,22417326.09,193237350.9,-6.77,1
Foundation,2018,5.19,99130892.87,514489334,-9.43,1
Foundation,2013,12.88,32851703.45,423129940.5,5.76,1
Foundation,2022,37.62,19631003.92,738518367.6,1.64,1
Foundation,2020,31.1,21551104.12,670239338.2,13.85,1
Foundation,2006,34.08,4374801.637,149093239.8,-3.94,1
Foundation,2021,26.09,25457697.89,664191338,6.77,1
Foundation,2023,34.79,16809029.34,584786130.9,6.34,1
Foundation,2001,11.38,4761676.965,54187883.86,-1.9,1
Foundation,2022,23.31,2891773.415,67407238.31,0.95,1
Foundation,2002,5.34,71995801.7,384457581.1,1.41,1
Foundation,2023,37.66,3904375.932,147038797.6,12.09,1
Foundation,2013,12.21,34411068.26,420159143.5,-3.18,1
Foundation,2012,17.56,25092882.59,440631018.3,-3.94,1
Foundation,2000,36.71,8013396.129,294171771.9,-4.53,1
Foundation,2015,39.93,10943796.33,436985787.5,-4.81,1
Foundation,2017,8.61,2110179.765,18168647.78,13.81,1
Foundation,2018,7.16,67042775.52,480026272.7,7.78,1
Foundation,2009,31.52,27326636.68,861335588,-7.95,1
Foundation,2023,14.95,27312293.34,408318785.4,-6.99,1
Foundation,2022,19.75,5189238.699,102487464.3,1.18,1
Foundation,2023,23.92,28506865.23,681884216.3,-3.11,1
Foundation,2012,19.92,43454132.44,865606318.3,-4.45,1
Foundation,2015,27.35,21680734.31,592968083.4,11.93,1
Foundation,2011,30.09,17138148.57,515686890.5,11.36,1
Foundation,2005,14.7,28175903.21,414185777.2,7.16,1
Foundation,2024,10.18,31632600.03,322019868.3,7.13,1
Foundation,2000,18.86,12881429.59,242943762,10.57,1
Foundation,2013,39.88,376811.6587,15027248.95,-0.51,1
Foundation,2006,26.38,35465898.33,935590398,3.06,1
Foundation,2017,15.22,38694833.32,588935363.2,3.99,1
Foundation,2016,36.04,2720861.84,98059860.72,1.62,1
Foundation,2023,34.11,29218640.34,996647822,-7.19,1
Foundation,2016,37.73,18002125.41,679220191.7,4.33,1
Foundation,2023,34.32,9790159.003,335998257,-2.49,1
Foundation,2023,9.09,14398825.75,130885326.1,1.12,1
Foundation,2020,38.28,3809192.994,145815907.8,9.65,1
Foundation,2012,18.72,39397212.28,737515813.8,-2.61,1
Foundation,2004,31.13,30815547.83,959288003.8,-5.02,1
Foundation,2005,9.66,18742082.9,181048520.8,-4.76,1
Foundation,2011,12.5,65465322.62,818316532.7,2.6,1
Foundation,2014,24.57,4563934.917,112135880.9,-7.23,1
Foundation,2001,13.49,24211408.68,326611903.1,-4.32,1
Foundation,2008,38.19,9878004.737,377241000.9,1.11,1
Foundation,2020,21.95,5863436.241,128702425.5,13.28,1
Foundation,2023,32.9,12533570.08,412354455.6,-7.99,1
Foundation,2022,39.64,1177927.236,46693035.65,-4.71,1
Foundation,2017,27.65,29509633.32,815941361.4,-4.98,1
Foundation,2013,9.86,50084932.52,493837434.6,8.9,1
Foundation,2021,23.2,15908526.23,369077808.5,11.76,1
Foundation,2017,15.31,40094462.96,613846227.9,-7.17,1
Foundation,2003,33.87,21061731.51,713360846.1,4.33,1
Foundation,2021,32.09,25212444.69,809067350.1,8.33,1
Foundation,2014,29.03,14044121.18,407700837.9,8.03,1
Foundation,2008,24.26,18521577.5,449333470.1,4.66,1
Foundation,2015,27.34,23178730.5,633706492,-3.9,1
Foundation,2015,21.77,27440087.82,597370711.8,-6.96,1
Foundation,2005,20.26,6786901.515,137502624.7,-5.98,1
Foundation,2015,33.4,27493872.37,918295337,1.32,1
Foundation,2023,8.19,38384970.57,314372909,7.84,1
Foundation,2008,37,11676587.35,432033731.8,-9.31,1
Foundation,2002,12.89,17324485.03,223312612.1,9.07,1
Foundation,2017,18.16,24291800.72,441139101,8.38,1
Foundation,2009,31.07,21022849.64,653179938.4,3.49,1
Foundation,2020,28.49,5886803.556,167715033.3,5.52,1
Foundation,2010,32.35,18628082.81,602618478.9,4.52,1
Foundation,2001,20.34,16903216.76,343811428.9,-4.12,1
Foundation,2002,18.42,5081760.799,93606033.91,-4.23,1
Foundation,2018,30.76,16260837.31,500183355.7,3.2,1
Foundation,2024,27.96,30609638.21,855845484.4,13.34,1
Foundation,2003,25.09,26739657.68,670898011.3,11.54,1
Foundation,2021,8.21,109034183.7,895170647.8,5.71,1
Foundation,2015,29.03,28244577.07,819940072.2,9.2,1
Foundation,2018,22.32,28507355.68,636284178.8,6.91,1
Foundation,2012,20.14,25999418.22,523628282.9,12.16,1
Foundation,2000,36.97,24948238.09,922336362.3,5.63,1
Foundation,2003,24.9,31469796.27,783597927,-6.1,1
Foundation,2014,25.89,6025048.285,155988500.1,1.93,1
Foundation,2021,9.89,16291777.64,161125680.9,-6.22,1
Foundation,2003,25.12,14015051.03,352058081.8,10.82,1
Foundation,2008,23.3,6293739.12,146644121.5,1.11,1
Foundation,2019,7.18,31646243.16,227220025.9,2.65,1
Foundation,2015,13.85,5131250.075,71067813.54,-7.18,1
Foundation,2007,30.85,24989590.96,770928881.1,2.38,1
Foundation,2022,13.78,40630334.99,559886016.1,-1.44,1
Foundation,2009,15.51,20726588.72,321469391,9.32,1
Foundation,2020,15.2,24409877.36,371030135.9,3.03,1
Foundation,2016,19.07,39568990.32,754580645.4,7.73,1
Foundation,2003,20.72,10201806.74,211381435.7,2.98,1
Foundation,2004,25.01,23699992.46,592736811.4,1.4,1
Foundation,2015,37.48,20673838.74,774855475.9,9.52,1
Foundation,2013,16.81,4920801.454,82718672.44,3.88,1
Foundation,2011,35.03,11977646.57,419576959.5,6.69,1
Foundation,2023,11.77,7392860.387,87013966.75,-6.99,1
Foundation,2024,28.83,27675388.58,797881452.7,4.87,1
Foundation,2024,13.65,29534499.7,403145920.9,9.38,1
Foundation,2000,7.62,30257569.95,230562683,2.07,1
Foundation,2017,24.87,10840531.24,269604011.9,-0.44,1
Foundation,2018,26.12,18976595.59,495668676.7,8.83,1
Foundation,2023,17.12,8349594.749,142945062.1,-1.91,1
Foundation,2006,37.5,24129656.63,904862123.7,-7.8,1
Foundation,2005,16.32,4010259.664,65447437.71,13.99,1
Foundation,2023,15.8,16763958.9,264870550.6,4.15,1
Foundation,2016,31.06,2266329.143,70392183.18,11.31,1
Foundation,2022,9.02,102490173.4,924461364.2,7.63,1
Foundation,2006,39.49,22801052.35,900413557.2,4.22,1
Foundation,2008,18.07,54229380.5,979924905.6,0.64,1
Foundation,2017,6.71,126712326.8,850239712.7,5.56,1
Foundation,2017,9.51,35505768.04,337659854.1,-4.89,1
Foundation,2017,17.81,25950978.62,462186929.3,-8.72,1
Foundation,2014,13,70903727.87,921748462.3,-7.6,1
Foundation,2011,13.07,15081665.13,197117363.3,-2.61,1
Foundation,2017,32.91,29951753.29,985712200.9,9.48,1
Foundation,2021,16.47,15299001.43,251974553.6,6.21,1
Foundation,2006,25.97,35030315.86,909737302.9,-9.57,1
