Category,Year,Units sold,Avg Price USD,Dollar Sales UD
Deodorant,2010,33.71,2527508.38,23.86
Deodorant,2023,31.87,137953756.8,-23.72
Deodorant,2000,32.8,175664237.6,-39.5
Deodorant,2009,29.71,107859897,-37.88
Deodorant,2020,25.36,142237570.3,47.5
Deodorant,2007,16.13,35753177.32,1.83
Deodorant,2018,56.31,292825401.8,13.18
Deodorant,2012,33.44,164266710.1,12.72
Deodorant,2021,48.65,265877163.7,42.32
Deodorant,2007,32.62,65767073.96,-36.5
Deodorant,2009,18.57,106584204.9,44.95
Deodorant,2019,9.15,14246797.05,-31.48
Deodorant,2001,36.44,99161876.28,-4.87
Deodorant,2018,12.12,21826592.88,47.99
Deodorant,2018,52.38,240373862.8,-30.7
Deodorant,2022,35.89,67490319.53,-22.53
Deodorant,2006,43.24,163840208.4,48.3
Deodorant,2006,16.59,24771690.3,-37.23
Deodorant,2005,28.28,81781235.2,-16.33
Deodorant,2008,28.26,93762667.08,-5.53
Deodorant,2009,13.48,4852948.28,9.49
Deodorant,2017,53.68,126083315.6,-28.53
Deodorant,2011,17.33,5258805.83,8.99
Deodorant,2005,52.37,249751063.6,-2.09
Deodorant,2016,14.04,46276836.84,-21.67
Deodorant,2003,46.61,94022670.81,-25.38
Deodorant,2001,37.34,125016635.1,-43.84
Deodorant,2024,12.49,32882797.7,-1.03
Deodorant,2016,33.49,32262524.52,-21.74
Deodorant,2020,12.94,20175905.66,38.47
Deodorant,2025,33.18,186005421,-19.01
Deodorant,2022,21.27,124234560.5,6.63
Deodorant,2012,36.72,40161839.04,-45.19
Deodorant,2015,22.64,69606883.76,14.52
Deodorant,2004,23.4,17186481,38.21
Deodorant,2008,38.56,60002213.44,37.6
Deodorant,2015,19.37,54196252.76,-26.27
Deodorant,2011,37,32260300,39.04
Deodorant,2008,11.73,57321061.38,14.74
Deodorant,2000,18.55,101393428.2,-29.22
Deodorant,2010,41.6,239442444.8,-42.44
Deodorant,2022,44.31,107194353.2,-41.86
Deodorant,2018,50.11,101154301,40.59
Deodorant,2002,52.4,255942560,-13.93
Deodorant,2008,20.29,98514523.96,-19.14
Deodorant,2010,37.1,172728176.6,-3.75
Deodorant,2016,49.72,42022101,-49.5
Deodorant,2010,25.02,59311611.36,-33.93
Deodorant,2014,42.45,86435798.55,9
Deodorant,2007,45.52,176153705.7,-39.28
Deodorant,2008,14.94,89152223.94,32.07
Deodorant,2001,30.25,49743190.75,-13.11
Deodorant,2016,25.88,9938334.08,38.51
Deodorant,2005,23.55,140449162.1,-49.18
Deodorant,2011,44.61,96702613.74,-38.25
Deodorant,2009,55.74,197176125.2,-33.82
Deodorant,2015,52.41,295188318.9,22.04
Deodorant,2019,52.85,104759692.8,6.96
Deodorant,2010,45.44,177904552.3,-48.95
Deodorant,2002,58.28,97259062.72,-40.31
Deodorant,2020,23.82,122733455.2,22.6
Deodorant,2008,9.82,7196194.2,38.64
Deodorant,2014,33.38,132438421.2,-16.16
Deodorant,2012,21.75,50035570.5,-22.13
Deodorant,2009,9.99,30972906.09,-35.95
Deodorant,2001,23.14,42009744.4,47.46
Deodorant,2006,39.93,30349834.68,-49.33
Deodorant,2011,31.76,180918775.6,2.6
Deodorant,2000,29.14,151639781,9.47
Deodorant,2013,19.31,34228674.28,-42.88
Deodorant,2024,34.36,149763076.6,12.64
Deodorant,2018,22.27,38358159.78,-37.28
Deodorant,2010,6.65,26360147.8,13.81
Deodorant,2021,7.99,14853801.51,-13.05
Deodorant,2022,10.39,35758005.81,13.27
Deodorant,2017,20.06,71715743.72,-36.2
Deodorant,2003,33.64,157903838.8,37.71
Deodorant,2008,5.72,18459898.6,41.9
Deodorant,2019,18.39,109416086.4,48.9
Deodorant,2005,42.12,46322944.2,29.89
Deodorant,2005,58.78,80699473.46,13.52
Deodorant,2017,10.85,2614220.7,-29.77
Deodorant,2018,25.23,96490192.29,29.97
Deodorant,2004,48.83,15235399.47,-48.97
Deodorant,2004,12.71,57692164.36,-29.99
Deodorant,2010,7,41199473,-39.37
Deodorant,2002,11.11,47648790.2,1.15
Deodorant,2003,37.88,16973649.2,-10.9
Deodorant,2014,33.81,15680537.04,0.32
Deodorant,2004,6.6,29980585.8,-48.16
Deodorant,2015,41.17,43874827.83,-46.83
Deodorant,2000,17.93,6953397.44,-46.21
Deodorant,2004,45.77,208252126.9,28.17
Deodorant,2004,38.46,113047554.8,-40.36
Deodorant,2003,15.28,16914807.2,3.15
Deodorant,2008,51.32,261023065.5,-31.41
Deodorant,2019,38.14,118305588.8,2.84
Deodorant,2010,31.31,32920930.81,44
Deodorant,2002,16.95,56295662.1,35.96
Deodorant,2015,19.65,9804622.95,-0.91
Deodorant,2007,55.17,152281006.4,21.43
Deodorant,2023,57.66,294479191.6,-26.6
Deodorant,2021,43.43,94093483.65,6.38
Deodorant,2000,15.11,3769325.49,13.75
Deodorant,2003,21.88,68792732.96,-41.63
Deodorant,2004,53.89,244231851.2,-41.91
Deodorant,2017,57.82,2194962.84,7.06
Deodorant,2006,39.48,229302208.8,24.22
Deodorant,2003,33.42,8329533.96,-3.15
Deodorant,2001,9.01,15133060.85,-42.28
Deodorant,2010,26.19,97994075.4,37.59
Deodorant,2000,4.08,24370350,-24.68
Deodorant,2022,8.13,20115498.03,32.03
Deodorant,2023,13.56,62856851.16,-23.31
Deodorant,2024,34.49,13562192.29,2.01
Deodorant,2002,21.56,22782214.84,37.81
Deodorant,2006,16.99,45869024.34,19.86
Deodorant,2004,10.13,3429126.56,-25.87
Deodorant,2003,38.66,11348720.32,29.65
Deodorant,2000,20.39,108158000.6,3.22
Deodorant,2006,41.21,91001776.45,-47.04
Deodorant,2002,54.39,86220387.75,29.13
Deodorant,2017,40.06,144718632.8,-47.01
Deodorant,2016,27.84,149471206.1,-24.16
Deodorant,2010,29.79,59596920.72,19.23
Deodorant,2006,58.43,177195519.2,0.46
Deodorant,2017,23.58,26346358.44,26.79
Deodorant,2025,28.73,44932656.99,19.96
Deodorant,2020,43.12,206315832.8,-3.45
Deodorant,2009,14.84,37710562.12,27.59
Deodorant,2018,46.04,53676286.48,32.88
Deodorant,2021,54.53,291883276.3,6.6
Deodorant,2010,55.91,60406729.48,17.12
Deodorant,2003,12.75,70928721.75,9.05
Deodorant,2013,36.1,153537776.4,-33.43
Deodorant,2009,6.08,19741753.92,-17.52
Deodorant,2012,52.06,46689125.98,-5.34
Deodorant,2015,12.66,23624142.36,-1.74
Deodorant,2006,23.78,125086367,1.03
Deodorant,2024,44.37,64980131.22,-4.18
Deodorant,2022,35.82,142705268.1,37.21
Deodorant,2004,10.5,31857735,3.31
Deodorant,2007,28.65,14609695.05,-34.4
Deodorant,2025,25.35,4011967.05,22.21
Deodorant,2005,47.38,106327163.7,-25.85
Deodorant,2001,11.98,56579455.48,5.63
Deodorant,2013,27.37,93269624.84,12.78
Deodorant,2004,48.89,233874848.6,29.27
Deodorant,2016,20.92,1496867.84,-20.42
Deodorant,2000,22.86,18803538.72,37.27
Deodorant,2018,5.52,29433594.96,-32.14
Deodorant,2023,24.65,19693451.95,-29.11
Deodorant,2025,20.53,69850594.51,-6.32
Deodorant,2024,33.14,38684785.96,2.48
Deodorant,2013,53.27,225373384.3,-2.45
Deodorant,2005,50.36,31116587.88,40.83
Deodorant,2006,54.7,161149044.4,2.78
Deodorant,2019,58.1,321454924.7,-5.45
Deodorant,2008,23.03,49084806.26,25.31
Deodorant,2015,4.2,8715197.4,2.74
Deodorant,2010,45.05,181954066.8,-35.31
Deodorant,2025,28.99,18994450.93,-14.57
Deodorant,2009,15.63,15969155.37,-30.48
Deodorant,2016,18.1,21334614.8,15.27
Deodorant,2025,13.9,48457012.4,-43.19
Deodorant,2016,30.47,158912659.1,1.09
Deodorant,2007,30.55,44648275.1,-27.06
Deodorant,2008,6.35,6755015.7,33.96
Deodorant,2020,25.73,30244997.48,47.38
Deodorant,2013,27.13,143060532.4,-48.95
Deodorant,2000,32.27,165361031.9,21.42
Deodorant,2019,20.83,101475490.5,-2.03
Deodorant,2021,7.33,25751829.3,-1.79
Deodorant,2018,43.96,33445910.96,40.11
Deodorant,2011,19.11,61869695.16,-23.04
Deodorant,2009,25.89,44991046.53,-31.01
Deodorant,2025,11.59,40870663.07,-48.23
Deodorant,2022,44.2,41400725.6,44.94
Deodorant,2025,26.56,12357996.16,45.57
Deodorant,2024,4.59,11416128.66,18.05
Deodorant,2006,4.63,19405436.57,26.19
Diet Nutrition,2005,28.31,128183744.9,49.2
Diet Nutrition,2010,45.21,199130564.5,-19.28
Diet Nutrition,2011,25.41,8498145.81,19.22
Diet Nutrition,2016,31.46,8327933.9,5.82
Diet Nutrition,2002,26.07,137857638.6,45.19
Diet Nutrition,2007,24.61,141957567.7,-27.07
Diet Nutrition,2016,49.94,45700044.06,37.48
Diet Nutrition,2009,51.73,33605049.52,19.39
Diet Nutrition,2018,8.05,18337553.85,-26.05
Diet Nutrition,2006,7.75,40922146.75,-24.88
Diet Nutrition,2025,5.27,13899625,-18.13
Diet Nutrition,2007,12.84,33862983.36,14.26
Diet Nutrition,2021,30.17,138348608,-45.3
Diet Nutrition,2018,35.32,43949523.68,-25.56
Diet Nutrition,2009,59.27,307962415.5,-3.1
Diet Nutrition,2012,25.25,102401551.8,21.62
Diet Nutrition,2024,18.09,44964286.92,17.44
Diet Nutrition,2018,58.82,75981029.1,16.92
Diet Nutrition,2015,20.32,104823503.8,0.72
Diet Nutrition,2007,6.02,12200378.82,36.32
Diet Nutrition,2022,51.03,135595895.4,3.99
Diet Nutrition,2025,18.68,12152404.76,1.35
Diet Nutrition,2023,3.75,11963216.25,-38.13
Diet Nutrition,2005,16.11,34227982.62,-8.76
Diet Nutrition,2003,55.84,55187230.4,-43.56
Diet Nutrition,2005,32.81,134271808.1,16.56
Diet Nutrition,2025,20.73,73464362.91,28.57
Diet Nutrition,2003,41.12,231010021.8,8.36
Diet Nutrition,2013,57.18,323011535.4,27.93
Diet Nutrition,2020,32.71,43947847.6,40.38
Diet Nutrition,2014,28.21,120123737.4,-24.94
Diet Nutrition,2023,55.67,14912990.94,-28.46
Diet Nutrition,2002,21.5,124255057.5,40.99
Diet Nutrition,2005,35.27,102948333.3,-7.05
Diet Nutrition,2010,27.42,147376933.7,-47.99
Diet Nutrition,2006,7.21,29058736.98,4.67
Diet Nutrition,2011,44.86,101886211.4,8.54
Diet Nutrition,2018,58.42,158591839.3,7.09
Diet Nutrition,2006,8.13,4723944.63,-46.27
Diet Nutrition,2001,32,3736864,-22.86
Diet Nutrition,2001,45.66,137428381.2,-3.77
Diet Nutrition,2011,37.43,192332370.7,35.97
Diet Nutrition,2002,20.14,38550638.62,2.45
Diet Nutrition,2000,16.95,12200135.4,26.71
Diet Nutrition,2024,5.84,14583630.48,24.61
Diet Nutrition,2006,34.03,44083108.57,-30.65
Diet Nutrition,2025,44.07,63744875.22,-7.58
Diet Nutrition,2010,27.49,11753981.77,-9.27
Diet Nutrition,2020,23.19,84550902.33,45.67
Diet Nutrition,2018,8.37,45554026.32,-34.63
Diet Nutrition,2021,10.31,51575661.59,19.21
Diet Nutrition,2003,20.14,76478266.48,9.12
Diet Nutrition,2005,59.62,332879148.1,28.66
Diet Nutrition,2008,51.64,75819552.12,-0.76
Diet Nutrition,2003,31.77,153686072.4,-31.83
Diet Nutrition,2014,28.34,58799293.54,27.25
Diet Nutrition,2015,5.34,29863357.26,13.11
Diet Nutrition,2017,53.66,316182749.8,31.72
Diet Nutrition,2000,21.49,59544878.82,4.23
Diet Nutrition,2000,53.3,314826310.5,35.15
Diet Nutrition,2002,36.06,155485166.8,-41.63
Diet Nutrition,2012,21.95,1139402.55,28.86
Diet Nutrition,2018,51.29,232552245.1,-26.9
Diet Nutrition,2011,35.97,165608218.1,31.47
Diet Nutrition,2009,27.45,54745072.2,-9.34
Diet Nutrition,2001,46.19,207602664,41.27
Diet Nutrition,2001,57.8,144376654.8,6.57
Diet Nutrition,2017,15.7,47183586.8,6.48
Diet Nutrition,2018,19.05,95638239,-19.85
Diet Nutrition,2007,48.35,141885540.9,23.93
Diet Nutrition,2020,21.11,96355201.74,-24.08
Diet Nutrition,2001,53.88,322695024.8,-36.14
Diet Nutrition,2017,32.67,93603372.39,6.12
Diet Nutrition,2008,49.26,179401521.1,-16.89
Diet Nutrition,2017,23.98,122535378,45.56
Diet Nutrition,2014,42.52,66101039.24,4.14
Diet Nutrition,2001,3.92,22683056.48,44.05
Diet Nutrition,2022,51.45,301574380.8,-47.26
Diet Nutrition,2005,12.8,24145561.6,-33.7
Diet Nutrition,2024,48.87,49311247.23,-27.33
Diet Nutrition,2024,8.71,45271932.16,-37.66
Diet Nutrition,2008,33.59,115448494.1,-34.57
Diet Nutrition,2003,5.53,21079215.29,-35.42
Diet Nutrition,2018,51.56,107589736.4,-19.78
Diet Nutrition,2005,19.5,43264455,-14.54
Diet Nutrition,2012,10.84,52333828.96,14.24
Diet Nutrition,2024,17.54,37788877.6,39.66
Diet Nutrition,2009,4.03,11240177.78,47.12
Diet Nutrition,2016,58.29,224038547.6,33.27
Diet Nutrition,2013,15.74,47072059.74,-5.06
Diet Nutrition,2005,55.62,146975015.7,-18.88
Diet Nutrition,2013,33.56,85568670.32,27.69
Diet Nutrition,2021,9.24,20559258.72,-0.11
Diet Nutrition,2024,19.43,12040654.42,-46.48
Diet Nutrition,2011,42.91,104738504.1,38.26
Diet Nutrition,2003,28.86,73801340.34,-29.73
Diet Nutrition,2019,42.52,149860634.5,-46.87
Diet Nutrition,2011,23.34,67151770.74,8.38
Diet Nutrition,2020,6.57,23825901.33,-16.52
Diet Nutrition,2002,13.3,2857052.8,11.37
Diet Nutrition,2009,27.51,73823965.32,-32.35
Diet Nutrition,2018,30.11,134831496,10.28
Diet Nutrition,2021,7.65,17677994.85,-18.31
Diet Nutrition,2008,23.93,35039382.85,-28.03
Diet Nutrition,2021,29.82,107483804.4,48.74
Diet Nutrition,2015,31.33,52581796.93,-2.24
Diet Nutrition,2023,40.14,209966278.9,-40.16
Diet Nutrition,2001,13.16,35554135.12,43.69
Diet Nutrition,2024,42.89,120197809.6,2.36
Diet Nutrition,2016,14.94,88327655.46,19.07
Diet Nutrition,2010,5.74,10733650.76,-27.03
Diet Nutrition,2023,56.55,9357102.3,11.35
Diet Nutrition,2024,46.9,69149688.3,31.4
Diet Nutrition,2020,19.92,4840540.08,-11.86
Diet Nutrition,2014,17.09,14657033.42,30.84
Diet Nutrition,2004,21.2,42540344,29.17
Diet Nutrition,2001,56.26,50346455.14,32.39
Diet Nutrition,2000,19.21,86025530.44,32.71
Diet Nutrition,2015,42.26,81642896.94,-46.62
Diet Nutrition,2003,53.95,61729482.1,15.74
Diet Nutrition,2006,4.54,14695498.76,-10.6
Diet Nutrition,2007,38.42,147044520.2,3.41
Diet Nutrition,2023,3.59,14302552.82,34.94
Diet Nutrition,2008,48.19,78159409.19,17.62
Diet Nutrition,2019,5.88,28324465.68,-22.86
Diet Nutrition,2008,26.92,78577164.88,-3.41
Diet Nutrition,2009,8.45,13633441.25,47.23
Diet Nutrition,2023,14.94,8352072.54,-0.61
Diet Nutrition,2012,29.7,39900880.8,2.05
Diet Nutrition,2014,5.94,6266830.68,-44.49
Diet Nutrition,2021,9.92,50653761.92,-43.54
Diet Nutrition,2012,42.68,90019460.96,-13.96
Diet Nutrition,2025,34.75,10882970.25,34.32
Diet Nutrition,2006,21.23,95509248.01,32.78
Diet Nutrition,2022,59.68,119980134.9,-31.63
Diet Nutrition,2017,14.67,69676543.98,0.89
Diet Nutrition,2007,14.31,18526742.01,48.59
Diet Nutrition,2009,15.17,1042012.13,5.58
Diet Nutrition,2004,11.52,24308755.2,10.54
Diet Nutrition,2013,37.51,134650734.8,-13.72
Diet Nutrition,2013,47.18,22643569.2,9.76
Diet Nutrition,2005,56.42,131968524,39.58
Diet Nutrition,2014,46.81,12710646.97,-24.69
Diet Nutrition,2007,27.1,113207648.4,-23.52
Diet Nutrition,2016,29.57,120256488.4,-44.46
Diet Nutrition,2019,47.03,136006292.2,-1.54
Diet Nutrition,2015,18.54,93311504.82,-41.05
Diet Nutrition,2025,34.57,115757610.4,29.26
Diet Nutrition,2002,18.54,36251299.08,43.54
Diet Nutrition,2013,59.82,299731938.5,39.1
Diet Nutrition,2023,40.08,56832317.76,5.17
Diet Nutrition,2005,28.53,23925172.41,-26.63
Diet Nutrition,2013,59.26,6419102.46,37.1
Diet Nutrition,2004,14.89,5014535.08,41.81
Diet Nutrition,2018,50.42,113151807.7,1.61
Diet Nutrition,2014,15.63,37018904.76,-38.54
Diet Nutrition,2023,9.88,55782539.28,7.6
Diet Nutrition,2007,59.02,331654450.1,-36.4
Diet Nutrition,2023,32.46,57252785.7,48.19
Diet Nutrition,2003,41.17,69721147.98,12.96
Diet Nutrition,2000,48.49,183308977.5,-27.28
Diet Nutrition,2024,34.94,13356898.14,31.04
Diet Nutrition,2025,32.67,153051599.3,42.36
Diet Nutrition,2007,45.52,64688244.4,-20.15
Diet Nutrition,2001,47.09,230587816.2,-16.32
Diet Nutrition,2015,47.92,164250496.2,12.27
Diet Nutrition,2010,31.87,42813233.77,33.42
Diet Nutrition,2020,13.93,12264696.36,15.76
Diet Nutrition,2000,15.08,70800645.24,35.92
Diet Nutrition,2016,7.82,31392310.84,-33.27
Diet Nutrition,2023,30.18,11593254.66,8.21
Diet Nutrition,2025,7.5,5965942.5,-27.82
Diet Nutrition,2017,42.29,60388301.53,-2.73
Diet Nutrition,2023,4.47,7336593.12,46.41
Diet Nutrition,2021,47.54,41614661.94,27.57
Diet Nutrition,2002,17.45,8667554.6,22.05
Diet Nutrition,2024,19.64,34834132.48,-5.07
Diet Nutrition,2021,15.04,25028379.84,-16.94
Diet Nutrition,2024,43.9,238020356.4,11.24
Diet Nutrition,2024,39.02,136807007.5,24.34
Diet Nutrition,2013,12.88,38473191.12,-22.06
Diet Nutrition,2015,36.96,166630611.8,42.77
Diet Nutrition,2002,14.68,61174319.84,-3.5
Diet Nutrition,2019,50.97,93814872.3,-49.58
Diet Nutrition,2008,8.32,35158497.92,-23.1
Diet Nutrition,2000,25.7,115739924.3,-3.24
Diet Nutrition,2014,20.63,121267472.3,33.06
Diet Nutrition,2002,3.31,218665.22,47.68
Diet Nutrition,2016,3.06,4565278.26,39.7
Diet Nutrition,2003,57.08,175463178,16.53
Diet Nutrition,2023,6.9,26384095.8,-13.86
Diet Nutrition,2013,46.84,83155426.72,-39.4
Diet Nutrition,2003,35.06,167580384,-27.3
Diet Nutrition,2009,5.63,24265891.15,-38.11
Diet Nutrition,2006,29.23,53404583.81,13.2
Diet Nutrition,2024,4.34,16546453.98,-13.88
Diet Nutrition,2005,22.98,76896939.9,36.38
Diet Nutrition,2021,42.08,174686661.9,-13.09
Diet Nutrition,2008,38.37,165226860.4,25.21
Diet Nutrition,2012,16.16,84243243.52,-0.62
Diet Nutrition,2007,4.81,3691251.72,-49.49
Diet Nutrition,2007,10.65,56530721.85,-47.45
Diet Nutrition,2021,51.44,265587446.3,25.14
Diet Nutrition,2004,52.2,200376694.8,-3.03
Diet Nutrition,2006,28.3,73759733.3,35.78
Diet Nutrition,2002,31.49,91528330.16,-14.12
Diet Nutrition,2018,16.97,58195034.33,-5.86
Diet Nutrition,2006,47.55,81914337.45,-13.91
Diet Nutrition,2010,27.7,106352626.5,20.81
Diet Nutrition,2021,47.42,14222206.4,-38.83
Diet Nutrition,2001,8.92,36170243.2,43.16
Diet Nutrition,2017,47.38,112532996.1,9.77
Diet Nutrition,2009,55.97,17645997.72,13.01
Diet Nutrition,2016,22.85,87194457.5,-14.68
Diet Nutrition,2001,25.72,150128514.5,-17.28
Diet Nutrition,2005,22.51,22698926.43,-9.04
Diet Nutrition,2012,11,55286935,-39.66
Diet Nutrition,2006,7.97,4947018.85,-10.92
Diet Nutrition,2015,25.63,84154720.98,13.61
Diet Nutrition,2011,42.2,57621863.4,-25.1
Diet Nutrition,2007,51.65,96631778.4,-43.07
Diet Nutrition,2018,36.03,103135226.5,12.47
Diet Nutrition,2023,22.42,93549848.94,-41.91
Diet Nutrition,2004,32.15,35270864.8,-13.7
Diet Nutrition,2005,41.16,4892648.04,-33.7
Diet Nutrition,2024,42.49,49275058.14,-31.24
Diet Nutrition,2022,56.55,105236213.6,10.7
Diet Nutrition,2023,5.41,27225484.17,13.3
Diet Nutrition,2024,45.86,41317658.72,-3.54
Diet Nutrition,2003,30.33,148485762.1,-27.26
Diet Nutrition,2003,38.66,163338500,-37.95
Diet Nutrition,2006,30.54,167555083.6,-24.99
Diet Nutrition,2016,42.62,129639512.9,-11.28
Diet Nutrition,2005,50.89,291287031.8,-22.07
Diet Nutrition,2001,44.31,105733053.7,12.96
Diet Nutrition,2005,14.96,30345866.32,46.94
Diet Nutrition,2020,45.61,43443388.17,5.23
Diet Nutrition,2014,22.66,122304562.8,-20.23
Diet Nutrition,2009,12.22,63545405.3,37.32
Diet Nutrition,2017,22.2,20689845,-13.02
Diet Nutrition,2008,56.65,160749133.6,5.84
Diet Nutrition,2013,29.32,102320994.6,19.22
Diet Nutrition,2017,24.88,143015887.8,-16.47
Diet Nutrition,2014,35.59,138839650.7,-47.62
Diet Nutrition,2025,34.64,12366168.24,-36.16
Diet Nutrition,2017,22.22,32741014.46,40.77
Diet Nutrition,2017,28.74,100358068.2,29.87
Diet Nutrition,2018,15.78,51226882.26,-31.42
Diet Nutrition,2007,40.74,24365901.42,2.18
Diet Nutrition,2009,38.24,181635717.1,-39.49
Diet Nutrition,2008,19.15,76056082.55,-43.8
Diet Nutrition,2017,9.07,36975968.31,-16.85
Diet Nutrition,2011,56.84,207000196.2,43.36
Diet Nutrition,2010,5.39,13884160.29,15.11
Diet Nutrition,2024,50.16,216676703.8,40.42
Diet Nutrition,2023,43.71,215951353.1,16.39
Diet Nutrition,2025,47.5,116693297.5,-42.51
Diet Nutrition,2007,48.71,244893908.9,7.99
Diet Nutrition,2022,11.12,17718185.44,-16.11
Diet Nutrition,2004,55.72,126830867,17.53
Diet Nutrition,2022,26.21,54139716.73,0.24
Diet Nutrition,2015,16.3,35371326,-26.39
Diet Nutrition,2021,44.43,82284715.44,36.13
Diet Nutrition,2004,32.29,39535746.84,-4.4
Diet Nutrition,2008,26.51,11404124.82,9.85
Diet Nutrition,2023,15.16,40597191.4,-45.65
Diet Nutrition,2006,44.71,202503572.3,-33.05
Diet Nutrition,2024,44.83,190800783.7,-18.31
Diet Nutrition,2017,50.02,214064541.6,2.29
Diet Nutrition,2017,38.6,177781872.8,-21.41
Diet Nutrition,2000,57.42,179362452.1,27.15
Diet Nutrition,2018,32.05,146423694.1,17.25
Diet Nutrition,2012,29.05,100245391.4,21.16
Diet Nutrition,2018,37.89,106171834.2,9.39
Diet Nutrition,2018,4.33,18457187.9,-20.3
Diet Nutrition,2000,37.34,146202044.2,-40.89
Diet Nutrition,2015,49.27,175082275.3,-31.73
Diet Nutrition,2006,49.3,159282975.6,20.38
Diet Nutrition,2024,11.55,56685621.3,49.53
Diet Nutrition,2005,38.17,33444554,-47.65
Diet Nutrition,2018,51.13,42623706.42,7.09
Diet Nutrition,2003,11.67,20686568.76,-31.27
Diet Nutrition,2012,18.1,61543638.1,-37.69
Diet Nutrition,2022,53.52,231184242.7,14.47
Diet Nutrition,2016,51.16,154843874.4,7.43
Diet Nutrition,2005,12.83,70275721.99,41.71
Diet Nutrition,2006,54.4,146678992,16.85
Diet Nutrition,2015,40.39,137589221.6,-4.32
Diet Nutrition,2025,4.29,14865832.41,-13.16
Diet Nutrition,2021,27.33,71154392.91,-24.62
Diet Nutrition,2005,7.02,6159502.44,1.24
Diet Nutrition,2015,5.07,25204896.6,42.83
Diet Nutrition,2023,42.23,243497377.6,20.49
Diet Nutrition,2024,39.11,173657630,19.38
Diet Nutrition,2014,44.16,39065349.12,46.64
Diet Nutrition,2008,27.49,104861209.8,35.1
Diet Nutrition,2018,52.06,17269134.96,-47.38
Diet Nutrition,2004,32.22,49586741.1,30.84
Diet Nutrition,2024,8.56,48404497.36,25.14
Diet Nutrition,2002,29.7,108907524,-44.85
Diet Nutrition,2023,29.61,94192193.34,-0.68
Diet Nutrition,2022,34.57,20808581.82,-36.06
Diet Nutrition,2011,23.91,68015987.97,-39.6
Diet Nutrition,2024,32.56,78174704.08,13.22
Diet Nutrition,2006,46.15,151888233.9,-49.4
Diet Nutrition,2021,11.68,63886936.96,4.55
Diet Nutrition,2013,41.43,69659283.39,-46.4
Diet Nutrition,2005,52.96,235087851.2,12.91
Diet Nutrition,2011,52.82,242570832.1,-29.8
Diet Nutrition,2001,18.6,50902508.4,-4.6
Diet Nutrition,2015,57.39,304272655,37.92
Diet Nutrition,2014,32.29,114519100.5,-40.07
Diet Nutrition,2003,44.44,168871688.9,9.48
Diet Nutrition,2000,56.3,204643237.3,25.51
Diet Nutrition,2007,49.97,228835116.5,-10.05
Diet Nutrition,2005,32.85,13664647.35,9.8
Diet Nutrition,2025,36.2,94919368.4,3.23
Diet Nutrition,2021,23.58,4041659.16,43.27
Diet Nutrition,2003,32.75,42599693.5,48.48
Diet Nutrition,2002,26.19,129115626.2,21.29
Diet Nutrition,2022,41.56,66963674.68,25.14
Diet Nutrition,2012,4.91,16770998.62,31.59
Diet Nutrition,2022,6.54,1042678.74,-43.26
Diet Nutrition,2002,33.17,48218764.62,23.27
Diet Nutrition,2001,35.68,120547163.5,12.12
Diet Nutrition,2020,54.19,273797142.6,12.37
Diet Nutrition,2020,22.64,125377897.5,-42.32
Diet Nutrition,2007,8.85,22233624.9,-14.05
Diet Nutrition,2020,59.82,288192181.9,-41.07
Diet Nutrition,2020,42.51,175662160.1,49.79
Diet Nutrition,2010,17.79,36502607.19,6.94
Diet Nutrition,2008,40.13,108357902.4,-43.13
Diet Nutrition,2005,51.66,124088456.5,18.12
Diet Nutrition,2015,5.93,24440732.2,10.57
Diet Nutrition,2001,54.8,87507489.6,-4.94
Diet Nutrition,2025,45.61,49638913.74,45.04
Diet Nutrition,2010,50.88,7975592.64,19.6
Diet Nutrition,2001,10.62,40562112.96,8.09
Eye Health,2012,24.01,79251367.65,-8.06
Eye Health,2009,26.87,138294086.1,-10.9
Eye Health,2008,32.4,100792479.6,-3.1
Eye Health,2017,3.04,4879424.96,8.33
Eye Health,2024,17.54,72906132.56,-36.28
Eye Health,2008,50.06,279974616.9,-9.69
Eye Health,2020,25.88,72447540.32,1.42
Eye Health,2022,32.27,160997353.4,45.79
Eye Health,2007,29.49,60582869.97,-38.68
Eye Health,2022,46.86,52011788.4,18.46
Eye Health,2017,13.41,32600474.37,-26.32
Eye Health,2019,27.37,97301937.46,-43.41
Eye Health,2006,8.31,30339369.57,-26.08
Eye Health,2007,34.55,160791554,-32.94
Eye Health,2010,20.71,50148415.89,-46.22
Eye Health,2006,13.83,656095.2,9.32
Eye Health,2008,21.92,71339538.72,-3.82
Eye Health,2020,47.56,226372093,-10.93
Eye Health,2007,58.47,93789622.08,-30.8
Eye Health,2020,46.29,199606738.7,40.28
Eye Health,2022,16.67,25289123.48,6.62
Eye Health,2014,5.64,19961409.48,45.67
Eye Health,2018,17.47,81266456.84,-23.67
Eye Health,2012,52.7,115876601.9,0.87
Eye Health,2021,32.11,152130276.4,9.32
Eye Health,2020,20.9,107703008.6,49.94
Eye Health,2005,34.26,12161203.68,13.52
Eye Health,2018,27.83,129749165.2,22.73
Eye Health,2020,18.86,21679984.92,-19.84
Eye Health,2017,14.1,66872789.1,-7.19
Eye Health,2004,30.81,66119862.12,35.71
Eye Health,2022,46.86,132830480.6,0.41
Eye Health,2013,17.83,40788068.47,12.15
Eye Health,2012,10.94,64344944.68,22.97
Eye Health,2006,13.03,75780916.4,-12.78
Eye Health,2016,12.88,9313759.84,49.92
