Year,Category,Dollar Sales UD
2017,Anti-Aging Creams,"$104,000,000.00 "
2008,Anti-Aging Creams,"$130,000,000.00 "
2022,Anti-Aging Creams,"$675,000,000.00 "
2003,Anti-Aging Creams,"$169,000,000.00 "
2002,Anti-Aging Creams,"$145,000,000.00 "
2008,Anti-Aging Creams,"$426,000,000.00 "
2015,Anti-Aging Creams,"$87,331,788.00 "
2006,Anti-Aging Creams,"$367,000,000.00 "
2024,Anti-Aging Creams,"$868,000,000.00 "
2001,Anti-Aging Creams,"$346,000,000.00 "
2012,Anti-Aging Creams,"$752,000,000.00 "
2003,Anti-Aging Creams,"$312,000,000.00 "
2011,Anti-Aging Creams,"$772,000,000.00 "
2018,Anti-Aging Creams,"$121,000,000.00 "
2021,Anti-Aging Creams,"$590,000,000.00 "
2008,Anti-Aging Creams,"$479,000,000.00 "
2007,Anti-Aging Creams,"$220,000,000.00 "
2015,Anti-Aging Creams,"$234,000,000.00 "
2012,Anti-Aging Creams,"$29,735,171.00 "
2012,Anti-Aging Creams,"$121,000,000.00 "
2004,Anti-Aging Creams,"$436,000,000.00 "
2023,Anti-Aging Creams,"$1,030,000,000.00 "
2000,Anti-Aging Creams,"$130,000,000.00 "
2001,Anti-Aging Creams,"$40,493,281.00 "
2020,Anti-Aging Creams,"$270,000,000.00 "
2016,Anti-Aging Creams,"$495,000,000.00 "
2005,Anti-Aging Creams,"$85,986,487.00 "
2005,Anti-Aging Creams,"$923,000,000.00 "
2021,Anti-Aging Creams,"$60,597,196.00 "
2006,Anti-Aging Creams,"$222,000,000.00 "
2022,Anti-Aging Creams,"$378,000,000.00 "
2017,Anti-Aging Creams,"$133,000,000.00 "
2012,Anti-Aging Creams,"$168,000,000.00 "
2008,Anti-Aging Creams,"$91,084,907.00 "
2013,Anti-Aging Creams,"$329,000,000.00 "
2003,Anti-Aging Creams,"$133,000,000.00 "
2017,Anti-Aging Creams,"$549,000,000.00 "
2013,Anti-Aging Creams,"$175,000,000.00 "
2019,Anti-Aging Creams,"$941,000,000.00 "
2008,Anti-Aging Creams,"$919,000,000.00 "
2007,Anti-Aging Creams,"$779,000,000.00 "
2022,Anti-Aging Creams,"$647,000,000.00 "
2018,Anti-Aging Creams,"$242,000,000.00 "
2013,Anti-Aging Creams,"$322,000,000.00 "
2021,Anti-Aging Creams,"$118,000,000.00 "
2009,Anti-Aging Creams,"$45,995,865.00 "
2011,Anti-Aging Creams,"$322,000,000.00 "
2015,Anti-Aging Creams,"$336,000,000.00 "
2014,Anti-Aging Creams,"$25,881,245.00 "
2019,Anti-Aging Creams,"$568,000,000.00 "
2011,Anti-Aging Creams,"$764,000,000.00 "
2003,Anti-Aging Creams,"$181,000,000.00 "
2024,Anti-Aging Creams,"$980,000,000.00 "
2002,Anti-Aging Creams,"$457,000,000.00 "
2004,Anti-Aging Creams,"$359,000,000.00 "
2010,Anti-Aging Creams,"$652,000,000.00 "
2000,Anti-Aging Creams,"$205,000,000.00 "
2010,Anti-Aging Creams,"$97,421,297.00 "
2011,Anti-Aging Creams,"$195,000,000.00 "
2016,Anti-Aging Creams,"$361,000,000.00 "
2007,Anti-Aging Creams,"$145,000,000.00 "
2014,Anti-Aging Creams,"$128,000,000.00 "
2024,Anti-Aging Creams,"$446,000,000.00 "
2008,Anti-Aging Creams,"$276,000,000.00 "
2002,Anti-Aging Creams,"$132,000,000.00 "
2013,Anti-Aging Creams,"$863,000,000.00 "
2013,Anti-Aging Creams,"$301,000,000.00 "
2001,Anti-Aging Creams,"$519,000,000.00 "
2004,Anti-Aging Creams,"$147,000,000.00 "
2019,Anti-Aging Creams,"$844,000,000.00 "
2004,Anti-Aging Creams,"$160,000,000.00 "
2011,Anti-Aging Creams,"$67,072,216.00 "
2022,Anti-Aging Creams,"$392,000,000.00 "
2002,Anti-Aging Creams,"$694,000,000.00 "
2019,Anti-Aging Creams,"$250,000,000.00 "
2023,Anti-Aging Creams,"$307,000,000.00 "
2006,Anti-Aging Creams,"$151,000,000.00 "
2015,Anti-Aging Creams,"$93,285,217.00 "
2018,Anti-Aging Creams,"$256,000,000.00 "
2021,Anti-Aging Creams,"$750,000,000.00 "
2003,Anti-Aging Creams,"$355,000,000.00 "
2013,Anti-Aging Creams,"$115,000,000.00 "
2024,Anti-Aging Creams,"$77,745,466.00 "
2019,Anti-Aging Creams,"$255,000,000.00 "
2017,Anti-Aging Creams,"$498,000,000.00 "
2012,Anti-Aging Creams,"$49,970,110.00 "
2005,Anti-Aging Creams,"$670,000,000.00 "
2018,Anti-Aging Creams,"$40,395,683.00 "
2013,Anti-Aging Creams,"$41,205,093.00 "
2018,Anti-Aging Creams,"$516,000,000.00 "
2010,Anti-Aging Creams,"$448,000,000.00 "
2014,Anti-Aging Creams,"$636,000,000.00 "
2010,Anti-Aging Creams,"$122,000,000.00 "
2003,Anti-Aging Creams,"$46,643,510.00 "
2014,Anti-Aging Creams,"$1,040,000,000.00 "
2012,Anti-Aging Creams,"$581,000,000.00 "
2019,Anti-Aging Creams,"$426,000,000.00 "
2005,Anti-Aging Creams,"$47,449,355.00 "
2016,Anti-Aging Creams,"$134,000,000.00 "
2008,Anti-Aging Creams,"$94,004,034.00 "
2021,Anti-Aging Creams,"$677,000,000.00 "
2013,Anti-Aging Creams,"$37,091,004.00 "
2021,Anti-Aging Creams,"$326,000,000.00 "
2007,Anti-Aging Creams,"$320,000,000.00 "
2004,Anti-Aging Creams,"$370,000,000.00 "
2016,Anti-Aging Creams,"$911,000,000.00 "
2011,Anti-Aging Creams,"$52,874,486.00 "
2008,Anti-Aging Creams,"$254,000,000.00 "
2019,Anti-Aging Creams,"$53,210,836.00 "
2005,Anti-Aging Creams,"$50,684,176.00 "
2000,Anti-Aging Creams,"$126,000,000.00 "
2019,Anti-Aging Creams,"$51,407,054.00 "
2007,Anti-Aging Creams,"$193,000,000.00 "
2007,Anti-Aging Creams,"$73,593,656.00 "
2007,Anti-Aging Creams,"$304,000,000.00 "
2006,Anti-Aging Creams,"$31,640,680.00 "
2012,Anti-Aging Creams,"$828,000,000.00 "
2008,Anti-Aging Creams,"$283,000,000.00 "
2023,Anti-Aging Creams,"$282,000,000.00 "
2000,Anti-Aging Creams,"$287,000,000.00 "
2009,Anti-Aging Creams,"$6,021,931.00 "
2016,Anti-Aging Creams,"$1,020,000,000.00 "
2018,Anti-Aging Creams,"$174,000,000.00 "
2011,Anti-Aging Creams,"$58,475,663.00 "
2017,Anti-Aging Creams,"$516,000,000.00 "
2001,Anti-Aging Creams,"$235,000,000.00 "
2023,Anti-Aging Creams,"$96,515,164.00 "
2009,Anti-Aging Creams,"$231,000,000.00 "
2014,Anti-Aging Creams,"$811,000,000.00 "
2021,Anti-Aging Creams,"$261,000,000.00 "
2005,Anti-Aging Creams,"$492,000,000.00 "
2004,Anti-Aging Creams,"$171,000,000.00 "
2004,Anti-Aging Creams,"$55,502,082.00 "
2005,Anti-Aging Creams,"$519,000,000.00 "
2017,Anti-Aging Creams,"$116,000,000.00 "
2000,Anti-Aging Creams,"$336,000,000.00 "
2019,Anti-Aging Creams,"$84,613,027.00 "
2009,Anti-Aging Creams,"$567,000,000.00 "
2017,Anti-Aging Creams,"$364,000,000.00 "
2000,Anti-Aging Creams,"$620,000,000.00 "
2021,Anti-Aging Creams,"$291,000,000.00 "
2007,Anti-Aging Creams,"$841,000,000.00 "
2020,Anti-Aging Creams,"$161,000,000.00 "
2019,Anti-Aging Creams,"$99,933,346.00 "
2020,Anti-Aging Creams,"$767,000,000.00 "
2008,Anti-Aging Creams,"$570,000,000.00 "
2019,Anti-Aging Creams,"$512,000,000.00 "
2012,Anti-Aging Creams,"$402,000,000.00 "
2002,Anti-Aging Creams,"$95,007,482.00 "
2016,Anti-Aging Creams,"$737,000,000.00 "
2003,Anti-Aging Creams,"$233,000,000.00 "
2020,Anti-Aging Creams,"$836,000,000.00 "
2009,Anti-Aging Creams,"$825,000,000.00 "
2014,Cleanser,"$166,000,000.00 "
2018,Cleanser,"$945,000,000.00 "
2016,Cleanser,"$832,000,000.00 "
2022,Cleanser,"$454,000,000.00 "
2008,Cleanser,"$1,462,916.00 "
2001,Cleanser,"$51,905,886.00 "
2000,Cleanser,"$164,000,000.00 "
2005,Cleanser,"$364,000,000.00 "
2021,Cleanser,"$63,771,257.00 "
2008,Cleanser,"$579,000,000.00 "
2015,Cleanser,"$275,000,000.00 "
2020,Cleanser,"$330,000,000.00 "
2022,Cleanser,"$307,000,000.00 "
2007,Cleanser,"$933,000,000.00 "
2001,Cleanser,"$368,000,000.00 "
2012,Cleanser,"$55,687,704.00 "
2013,Cleanser,"$175,000,000.00 "
2004,Cleanser,"$129,000,000.00 "
2020,Cleanser,"$266,000,000.00 "
2018,Cleanser,"$262,000,000.00 "
2015,Cleanser,"$254,000,000.00 "
2019,Cleanser,"$96,283,566.00 "
2000,Cleanser,"$679,000,000.00 "
2016,Cleanser,"$302,000,000.00 "
2003,Cleanser,"$684,000,000.00 "
2020,Cleanser,"$523,000,000.00 "
2006,Cleanser,"$84,362,884.00 "
2012,Cleanser,"$204,000,000.00 "
2018,Cleanser,"$258,000,000.00 "
2014,Cleanser,"$20,212,478.00 "
2002,Cleanser,"$99,327,752.00 "
2000,Cleanser,"$1,100,000,000.00 "
2024,Cleanser,"$296,000,000.00 "
2009,Cleanser,"$358,000,000.00 "
2016,Cleanser,"$117,000,000.00 "
2021,Cleanser,"$365,000,000.00 "
2011,Cleanser,"$158,000,000.00 "
2021,Cleanser,"$195,000,000.00 "
2020,Cleanser,"$455,000,000.00 "
2004,Cleanser,"$662,000,000.00 "
2009,Cleanser,"$167,000,000.00 "
2002,Cleanser,"$77,827,367.00 "
2011,Cleanser,"$337,000,000.00 "
2018,Cleanser,"$533,000,000.00 "
2018,Cleanser,"$665,000,000.00 "
2007,Cleanser,"$273,000,000.00 "
2023,Cleanser,"$43,051,282.00 "
2013,Cleanser,"$151,000,000.00 "
2005,Cleanser,"$729,000,000.00 "
2024,Cleanser,"$775,000,000.00 "
2020,Cleanser,"$30,428,614.00 "
2017,Cleanser,"$543,000,000.00 "
2014,Cleanser,"$276,000,000.00 "
2020,Cleanser,"$48,672,966.00 "
2006,Cleanser,"$915,000,000.00 "
2012,Cleanser,"$76,626,247.00 "
2009,Cleanser,"$144,000,000.00 "
2023,Cleanser,"$56,024,896.00 "
2000,Cleanser,"$108,000,000.00 "
2012,Cleanser,"$1,110,000,000.00 "
2006,Cleanser,"$948,000,000.00 "
2017,Cleanser,"$89,226,383.00 "
2006,Cleanser,"$896,000,000.00 "
2015,Cleanser,"$308,000,000.00 "
2020,Cleanser,"$39,538,896.00 "
2018,Cleanser,"$707,000,000.00 "
2001,Cleanser,"$207,000,000.00 "
2023,Cleanser,"$780,000,000.00 "
2008,Cleanser,"$586,000,000.00 "
2001,Cleanser,"$290,000,000.00 "
2023,Cleanser,"$477,000,000.00 "
2010,Cleanser,"$451,000,000.00 "
2013,Cleanser,"$124,000,000.00 "
2002,Cleanser,"$368,000,000.00 "
2012,Cleanser,"$722,000,000.00 "
2006,Cleanser,"$68,469,508.00 "
2015,Cleanser,"$473,000,000.00 "
2011,Cleanser,"$419,000,000.00 "
2008,Cleanser,"$37,674,577.00 "
2000,Cleanser,"$364,000,000.00 "
2020,Cleanser,"$431,000,000.00 "
2001,Cleanser,"$277,000,000.00 "
2017,Cleanser,"$539,000,000.00 "
2009,Cleanser,"$815,000,000.00 "
2009,Cleanser,"$687,000,000.00 "
2017,Cleanser,"$74,542,504.00 "
2022,Cleanser,"$12,085,467.00 "
2023,Cleanser,"$102,000,000.00 "
2023,Cleanser,"$107,000,000.00 "
2002,Cleanser,"$546,000,000.00 "
2015,Cleanser,"$191,000,000.00 "
2000,Cleanser,"$554,000,000.00 "
2021,Cleanser,"$747,000,000.00 "
2020,Cleanser,"$192,000,000.00 "
2001,Cleanser,"$95,409,057.00 "
2019,Cleanser,"$390,000,000.00 "
2007,Cleanser,"$736,000,000.00 "
2006,Cleanser,"$107,000,000.00 "
2019,Cleanser,"$472,000,000.00 "
2005,Cleanser,"$704,000,000.00 "
2020,Cleanser,"$524,000,000.00 "
2020,Cleanser,"$29,956,469.00 "
2019,Cleanser,"$323,000,000.00 "
2022,Cleanser,"$582,000,000.00 "
2005,Cleanser,"$181,000,000.00 "
2006,Cleanser,"$788,000,000.00 "
2011,Cleanser,"$23,663,623.00 "
2006,Cleanser,"$62,788,493.00 "
2018,Cleanser,"$334,000,000.00 "
2020,Cleanser,"$285,000,000.00 "
2007,Cleanser,"$105,000,000.00 "
2008,Cleanser,"$91,839,623.00 "
2014,Cleanser,"$71,525,914.00 "
2002,Cleanser,"$371,000,000.00 "
2014,Cleanser,"$292,000,000.00 "
2013,Cleanser,"$9,413,845.00 "
2010,Cleanser,"$9,995,545.00 "
2001,Cleanser,"$283,000,000.00 "
2014,Cleanser,"$525,000,000.00 "
2012,Cleanser,"$362,000,000.00 "
2011,Cleanser,"$319,000,000.00 "
2005,Cleanser,"$121,000,000.00 "
2019,Cleanser,"$783,000,000.00 "
2011,Cleanser,"$805,000,000.00 "
2005,Cleanser,"$54,746,965.00 "
2010,Cleanser,"$47,708,620.00 "
2014,Cleanser,"$664,000,000.00 "
2002,Cleanser,"$6,861,861.00 "
2013,Cleanser,"$321,000,000.00 "
2002,Cleanser,"$64,264,625.00 "
2000,Cleanser,"$247,000,000.00 "
2013,Cleanser,"$211,000,000.00 "
2010,Cleanser,"$128,000,000.00 "
2006,Cleanser,"$244,000,000.00 "
2022,Cleanser,"$80,270,123.00 "
2000,Cleanser,"$1,040,000,000.00 "
2002,Cleanser,"$484,000,000.00 "
2017,Cleanser,"$166,000,000.00 "
2024,Cleanser,"$577,000,000.00 "
2007,Cleanser,"$239,000,000.00 "
2000,Cleanser,"$404,000,000.00 "
2024,Cleanser,"$374,000,000.00 "
2003,Cleanser,"$484,000,000.00 "
2012,Cleanser,"$98,844,976.00 "
2018,Cleanser,"$777,000,000.00 "
2019,Cleanser,"$84,294,865.00 "
2021,Cleanser,"$30,997,145.00 "
2006,Cleanser,"$134,000,000.00 "
2018,Cleanser,"$481,000,000.00 "
2013,Cleanser,"$616,000,000.00 "
2005,Cleanser,"$366,000,000.00 "
2014,Cleanser,"$179,000,000.00 "
2021,Cleanser,"$142,000,000.00 "
2001,Cleanser,"$297,000,000.00 "
2001,Cleanser,"$202,000,000.00 "
2020,Cleanser,"$414,000,000.00 "
2018,Cleanser,"$178,000,000.00 "
2017,Cleanser,"$59,927,288.00 "
2017,Cleanser,"$214,000,000.00 "
2014,Cleanser,"$772,000,000.00 "
2024,Cleanser,"$469,000,000.00 "
2003,Cleanser,"$204,000,000.00 "
2023,Cleanser,"$519,000,000.00 "
2002,Cleanser,"$128,000,000.00 "
2010,Cleanser,"$91,089,337.00 "
2003,Cleanser,"$269,000,000.00 "
2011,Cleanser,"$142,000,000.00 "
2018,Cleanser,"$229,000,000.00 "
2001,Cleanser,"$646,000,000.00 "
2001,Cleanser,"$306,000,000.00 "
2023,Cleanser,"$270,000,000.00 "
2021,Cleanser,"$104,000,000.00 "
2016,Cleanser,"$60,951,465.00 "
2002,Cleanser,"$212,000,000.00 "
2017,Cleanser,"$220,000,000.00 "
2015,Cleanser,"$38,886,862.00 "
2008,Cleanser,"$38,363,790.00 "
2012,Cleanser,"$173,000,000.00 "
2024,Cleanser,"$478,000,000.00 "
2009,Cleanser,"$896,000,000.00 "
2006,Cleanser,"$617,000,000.00 "
2001,Cleanser,"$121,000,000.00 "
2021,Cleanser,"$496,000,000.00 "
2007,Cleanser,"$135,000,000.00 "
2008,Cleanser,"$267,000,000.00 "
2000,Cleanser,"$406,000,000.00 "
2024,Cleanser,"$101,000,000.00 "
2016,Cleanser,"$404,000,000.00 "
2016,Cleanser,"$589,000,000.00 "
2002,Cleanser,"$143,000,000.00 "
2010,Cleanser,"$581,000,000.00 "
2020,Cleanser,"$220,000,000.00 "
2002,Cleanser,"$62,153,546.00 "
2013,Cleanser,"$478,000,000.00 "
2002,Cleanser,"$197,000,000.00 "
2018,Cleanser,"$261,000,000.00 "
2003,Cleanser,"$354,000,000.00 "
2017,Cleanser,"$122,000,000.00 "
2020,Cleanser,"$418,000,000.00 "
2016,Cleanser,"$16,321,723.00 "
2012,Cleanser,"$739,000,000.00 "
2007,Cleanser,"$516,000,000.00 "
2019,Cleanser,"$532,000,000.00 "
2000,Cleanser,"$408,000,000.00 "
2024,Cleanser,"$750,000,000.00 "
2023,Cleanser,"$98,601,182.00 "
2023,Cleanser,"$772,000,000.00 "
2017,Cleanser,"$138,000,000.00 "
2008,Cleanser,"$194,000,000.00 "
2024,Cleanser,"$287,000,000.00 "
2019,Cleanser,"$9,551,530.00 "
2014,Cleanser,"$792,000,000.00 "
2013,Cleanser,"$450,000,000.00 "
2012,Cleanser,"$67,206,863.00 "
2003,Cleanser,"$307,000,000.00 "
2009,Cleanser,"$166,000,000.00 "
2012,Cleanser,"$292,000,000.00 "
2007,Cleanser,"$490,000,000.00 "
2009,Cleanser,"$550,000,000.00 "
2009,Cleanser,"$106,000,000.00 "
2010,Cleanser,"$256,000,000.00 "
2021,Cleanser,"$696,000,000.00 "
2016,Cleanser,"$384,000,000.00 "
2023,Cleanser,"$115,000,000.00 "
2010,Cleanser,"$21,686,540.00 "
2001,Cleanser,"$412,000,000.00 "
2000,Cleanser,"$186,000,000.00 "
2013,Cleanser,"$67,315,389.00 "
2020,Cleanser,"$349,000,000.00 "
2024,Cleanser,"$987,000,000.00 "
2009,Cleanser,"$253,000,000.00 "
2018,Cleanser,"$471,000,000.00 "
2020,Cleanser,"$264,000,000.00 "
2009,Cleanser,"$701,000,000.00 "
2010,Cleanser,"$34,866,429.00 "
2002,Cleanser,"$136,000,000.00 "
2024,Cleanser,"$20,177,668.00 "
2022,Cleanser,"$419,000,000.00 "
2024,Cleanser,"$197,000,000.00 "
2009,Cleanser,"$330,000,000.00 "
2001,Cleanser,"$94,070,151.00 "
2009,Cleanser,"$110,000,000.00 "
2006,Cleanser,"$123,000,000.00 "
2022,Cleanser,"$271,000,000.00 "
2006,Cleanser,"$1,000,000,000.00 "
2023,Cleanser,"$193,000,000.00 "
2020,Cleanser,"$91,523,795.00 "
2005,Cleanser,"$40,580,889.00 "
2018,Cleanser,"$646,000,000.00 "
2017,Cleanser,"$19,467,444.00 "
2004,Cleanser,"$344,000,000.00 "
2006,Cleanser,"$144,000,000.00 "
2021,Cleanser,"$579,000,000.00 "
2023,Cleanser,"$424,000,000.00 "
2020,Cleanser,"$406,000,000.00 "
2003,Cleanser,"$508,000,000.00 "
2003,Cleanser,"$337,000,000.00 "
2015,Cleanser,"$191,000,000.00 "
2014,Cleanser,"$667,000,000.00 "
2021,Cleanser,"$539,000,000.00 "
2015,Cleanser,"$214,000,000.00 "
2009,Cleanser,"$497,000,000.00 "
2014,Cleanser,"$436,000,000.00 "
2006,Cleanser,"$297,000,000.00 "
2003,Cleanser,"$84,865,872.00 "
2010,Cleanser,"$2,699,879.00 "
2018,Cleanser,"$102,000,000.00 "
2004,Cleanser,"$50,797,347.00 "
2016,Cleanser,"$370,000,000.00 "
2015,Cleanser,"$1,070,000,000.00 "
2012,Cleanser,"$1,150,000,000.00 "
2007,Cleanser,"$181,000,000.00 "
2000,Cleanser,"$133,000,000.00 "
2018,Cleanser,"$54,740,889.00 "
2016,Cleanser,"$646,000,000.00 "
2014,Cleanser,"$579,000,000.00 "
2020,Cleanser,"$133,000,000.00 "
2017,Cleanser,"$841,000,000.00 "
2012,Cleanser,"$23,835,331.00 "
2014,Cleanser,"$315,000,000.00 "
2001,Cleanser,"$766,000,000.00 "
2016,Cleanser,"$329,000,000.00 "
2008,Cleanser,"$299,000,000.00 "
2001,Cleanser,"$204,000,000.00 "
2008,Cleanser,"$496,000,000.00 "
2013,Cleanser,"$14,369,092.00 "
2003,Cleanser,"$127,000,000.00 "
2014,Cleanser,"$357,000,000.00 "
2005,Cleanser,"$696,000,000.00 "
2024,Cleanser,"$287,000,000.00 "
2001,Cleanser,"$86,060,457.00 "
2022,Cleanser,"$274,000,000.00 "
2010,Cleanser,"$747,000,000.00 "
2014,Cleanser,"$672,000,000.00 "
2008,Cleanser,"$585,000,000.00 "
2011,Cleanser,"$181,000,000.00 "
2000,Cleanser,"$8,411,107.00 "
2021,Cleanser,"$230,000,000.00 "
2002,Cleanser,"$369,000,000.00 "
2017,Cleanser,"$315,000,000.00 "
2017,Cleanser,"$404,000,000.00 "
2006,Cleanser,"$159,000,000.00 "
2007,Cleanser,"$716,000,000.00 "
2010,Cleanser,"$17,199,210.00 "
2011,Cleanser,"$127,000,000.00 "
2006,Cleanser,"$116,000,000.00 "
2015,Cleanser,"$422,000,000.00 "
2015,Cleanser,"$302,000,000.00 "
2009,Cleanser,"$283,000,000.00 "
2013,Cleanser,"$873,000,000.00 "
2001,Cleanser,"$65,183,493.00 "
2011,Cleanser,"$123,000,000.00 "
2002,Cleanser,"$283,000,000.00 "
2011,Cleanser,"$973,000,000.00 "
2006,Cleanser,"$280,000,000.00 "
2009,Cleanser,"$457,000,000.00 "
2024,Cleanser,"$38,736,336.00 "
2011,Cleanser,"$672,000,000.00 "
2015,Cleanser,"$194,000,000.00 "
2018,Cleanser,"$47,270,532.00 "
2020,Cleanser,"$766,000,000.00 "
2010,Cleanser,"$785,000,000.00 "
2003,Cleanser,"$751,000,000.00 "
2023,Cleanser,"$358,000,000.00 "
2001,Cleanser,"$254,000,000.00 "
2017,Cleanser,"$636,000,000.00 "
2007,Cleanser,"$419,000,000.00 "
2005,Cleanser,"$399,000,000.00 "
2020,Cleanser,"$507,000,000.00 "
2001,Cleanser,"$256,000,000.00 "
2006,Cleanser,"$172,000,000.00 "
2019,Cleanser,"$401,000,000.00 "
2023,Cleanser,"$63,651,917.00 "
2024,Cleanser,"$269,000,000.00 "
2017,Cleanser,"$307,000,000.00 "
2021,Cleanser,"$440,000,000.00 "
2021,Cleanser,"$320,000,000.00 "
2003,Cleanser,"$466,000,000.00 "
2006,Cleanser,"$411,000,000.00 "
2020,Cleanser,"$16,896,565.00 "
2009,Cleanser,"$59,495,438.00 "
2020,Cleanser,"$22,435,597.00 "
2023,Cleanser,"$3,730,394.00 "
2018,Cleanser,"$267,000,000.00 "
2020,Cleanser,"$466,000,000.00 "
2018,Cleanser,"$300,000,000.00 "
2001,Cleanser,"$399,000,000.00 "
2019,Cleanser,"$478,000,000.00 "
2000,Cleanser,"$688,000,000.00 "
2019,Cleanser,"$57,927,365.00 "
2023,Cleanser,"$351,000,000.00 "
2012,Cleanser,"$920,000,000.00 "
2002,Cleanser,"$157,000,000.00 "
2020,Cleanser,"$1,050,000,000.00 "
2018,Cleanser,"$100,000,000.00 "
2004,Cleanser,"$447,000,000.00 "
2013,Cleanser,"$17,052,421.00 "
2007,Cleanser,"$589,000,000.00 "
2002,Cleanser,"$150,000,000.00 "
2006,Cleanser,"$572,000,000.00 "
2018,Cleanser,"$37,327,256.00 "
2022,Cleanser,"$401,000,000.00 "
2022,Cleanser,"$140,000,000.00 "
2017,Cleanser,"$232,000,000.00 "
2009,Cleanser,"$252,000,000.00 "
2009,Cleanser,"$246,000,000.00 "
2015,Cleanser,"$137,000,000.00 "
2010,Cleanser,"$61,340,592.00 "
2015,Cleanser,"$127,000,000.00 "
2011,Cleanser,"$43,481,210.00 "
2016,Cleanser,"$212,000,000.00 "
2006,Cleanser,"$76,475,946.00 "
2009,Cleanser,"$544,000,000.00 "
2003,Cleanser,"$183,000,000.00 "
2012,Cleanser,"$454,000,000.00 "
2019,Cleanser,"$442,000,000.00 "
2022,Cleanser,"$667,000,000.00 "
2009,Cleanser,"$139,000,000.00 "
2024,Cleanser,"$14,179,955.00 "
2017,Cleanser,"$854,000,000.00 "
2004,Cleanser,"$106,000,000.00 "
2020,Cleanser,"$144,000,000.00 "
2010,Cleanser,"$434,000,000.00 "
2009,Cleanser,"$965,000,000.00 "
2021,Cleanser,"$654,000,000.00 "
2020,Cleanser,"$496,000,000.00 "
2018,Cleanser,"$64,869,591.00 "
2008,Cleanser,"$709,000,000.00 "
2019,Cleanser,"$380,000,000.00 "
2012,Cleanser,"$948,000,000.00 "
2011,Cleanser,"$54,265,567.00 "
2001,Cleanser,"$202,000,000.00 "
2007,Cleanser,"$1,110,000,000.00 "
2015,Cleanser,"$53,728,569.00 "
2023,Cleanser,"$446,000,000.00 "
2002,Cleanser,"$401,000,000.00 "
2006,Cleanser,"$433,000,000.00 "
2011,Cleanser,"$82,894,097.00 "
2008,Cleanser,"$521,000,000.00 "
2019,Cleanser,"$110,000,000.00 "
2011,Cleanser,"$23,516,378.00 "
2022,Cleanser,"$126,000,000.00 "
2016,Cleanser,"$83,777,989.00 "
2007,Cleanser,"$248,000,000.00 "
2020,Cleanser,"$315,000,000.00 "
2001,Cleanser,"$977,000,000.00 "
2004,Cleanser,"$110,000,000.00 "
2010,Cleanser,"$917,000,000.00 "
2024,Cleanser,"$132,000,000.00 "
2021,Cleanser,"$642,000,000.00 "
2010,Cleanser,"$664,000,000.00 "
2006,Cleanser,"$742,000,000.00 "
2000,Cleanser,"$191,000,000.00 "
2024,Cleanser,"$745,000,000.00 "
2021,Cleanser,"$90,331,808.00 "
2000,Cleanser,"$580,000,000.00 "
2001,Cleanser,"$19,635,207.00 "
2002,Cleanser,"$23,371,680.00 "
2018,Cleanser,"$20,868,706.00 "
2001,Cleanser,"$187,000,000.00 "
2010,Cleanser,"$75,639,798.00 "
2020,Cleanser,"$106,000,000.00 "
2001,Cleanser,"$669,000,000.00 "
2024,Cleanser,"$312,000,000.00 "
2016,Cleanser,"$194,000,000.00 "
2002,Cleanser,"$801,000,000.00 "
2002,Cleanser,"$95,692,422.00 "
2019,Cleanser,"$501,000,000.00 "
2022,Cleanser,"$129,000,000.00 "
2001,Cleanser,"$110,000,000.00 "
2013,Cleanser,"$790,000,000.00 "
2024,Cleanser,"$73,042,637.00 "
2011,Cleanser,"$89,960,843.00 "
2019,Cleanser,"$869,000,000.00 "
2016,Cleanser,"$103,000,000.00 "
2001,Cleanser,"$24,736,310.00 "
2021,Cleanser,"$30,475,786.00 "
2012,Cleanser,"$483,000,000.00 "
2002,Cleanser,"$204,000,000.00 "
2002,Cleanser,"$181,000,000.00 "
2009,Cleanser,"$37,036,601.00 "
2009,Cleanser,"$524,000,000.00 "
2011,Cleanser,"$293,000,000.00 "
2020,Cleanser,"$347,000,000.00 "
2012,Cleanser,"$214,000,000.00 "
2004,Cleanser,"$12,776,930.00 "
2003,Cleanser,"$67,358,465.00 "
2007,Cleanser,"$176,000,000.00 "
2006,Cleanser,"$184,000,000.00 "
2000,Cleanser,"$755,000,000.00 "
2019,Cleanser,"$670,000,000.00 "
2011,Cleanser,"$703,000,000.00 "
2005,Cleanser,"$599,000,000.00 "
2023,Cleanser,"$175,000,000.00 "
2000,Cleanser,"$880,000,000.00 "
2008,Cleanser,"$447,000,000.00 "
2018,Cleanser,"$373,000,000.00 "
2019,Cleanser,"$307,000,000.00 "
2023,Cleanser,"$851,000,000.00 "
2024,Cleanser,"$275,000,000.00 "
2014,Cleanser,"$969,000,000.00 "
2018,Cleanser,"$306,000,000.00 "
2022,Cleanser,"$272,000,000.00 "
2001,Cleanser,"$253,000,000.00 "
2013,Cleanser,"$132,000,000.00 "
2001,Cleanser,"$664,000,000.00 "
2014,Cleanser,"$77,117,430.00 "
2024,Cleanser,"$244,000,000.00 "
2021,Cleanser,"$553,000,000.00 "
2013,Cleanser,"$501,000,000.00 "
2006,Cleanser,"$28,157,443.00 "
2014,Cleanser,"$123,000,000.00 "
2020,Cleanser,"$128,000,000.00 "
2020,Cleanser,"$146,000,000.00 "
2005,Cleanser,"$465,000,000.00 "
