Category,Year,Avg Price USD,Dollar Sales UD,YOY % Change
Eyeshadow,2003,18.75,149233021.5,6.33
Eyeshadow,2007,7.64,466920603.2,0.88
Eyeshadow,2003,28.57,887439683.9,5.37
Eyeshadow,2010,30.11,31957265.83,-7.17
Eyeshadow,2015,38.18,153986984.1,9.51
Eyeshadow,2020,16.07,929906108.2,14.39
Eyeshadow,2000,7,338437060.5,-0.64
Eyeshadow,2024,12.23,253054899.6,4.02
Eyeshadow,2016,34.15,193232970.6,-9.3
Eyeshadow,2008,15.87,869253803.7,-1.26
Eyeshadow,2019,7.45,910317022.9,-3.53
Eyeshadow,2004,29.75,779068193.6,11.24
Eyeshadow,2010,31.54,701945405.1,0.84
Eyeshadow,2019,11.2,241207816,9.57
Eyeshadow,2013,25.97,710437783.4,10.97
Eyeshadow,2001,16.5,730907305.3,11.63
Eyeshadow,2020,5.31,736261537.5,7.62
Eyeshadow,2001,14.2,182407983.2,1.63
Eyeshadow,2007,5.64,599285724.9,14.39
Eyeshadow,2020,36.13,787996387.1,-6.26
Eyeshadow,2024,28.45,969263909.4,-5.34
Eyeshadow,2003,35.68,246545780.1,-1.22
Eyeshadow,2021,12.59,979515263.5,5.71
Eyeshadow,2024,28.41,82717109.87,7.32
Eyeshadow,2007,20.66,825910521,-8.67
Eyeshadow,2014,25.22,388752124.8,-7.06
Eyeshadow,2014,37.29,635797497.5,14.48
Eyeshadow,2012,6.67,693903115.6,13.84
Eyeshadow,2017,34.77,50541876.35,13.96
Eyeshadow,2014,9.22,572192180.7,14.72
Eyeshadow,2011,37.06,645722490,-8.34
Eyeshadow,2000,18.3,465077056.5,2.4
Eyeshadow,2017,23.3,973126420,5.34
Eyeshadow,2017,26.6,694306670.5,-9.2
Eyeshadow,2002,38.53,850753174.2,7.83
Eyeshadow,2008,39.76,774692067.3,13.01
Eyeshadow,2002,37.89,817695232.6,4.96
Eyeshadow,2005,30.16,426977289.6,2.32
Eyeshadow,2023,30.39,879232044,0.51
Eyeshadow,2019,37.57,562601343.3,2.12
Eyeshadow,2010,35.72,967707945.9,-5.91
Eyeshadow,2013,15.32,837751687.9,5.08
Eyeshadow,2002,5.45,467989018.2,7
Eyeshadow,2001,9.33,146504205.5,3.46
Eyeshadow,2019,16.18,111672333.4,14.86
Eyeshadow,2002,37.18,840131745.9,6
Eyeshadow,2022,20.45,814711303.4,-0.81
Eyeshadow,2014,7.23,659538487.9,0.57
Eyeshadow,2003,39.55,640425998.7,9.35
Eyeshadow,2011,9.05,936813377.1,1.6
Eyeshadow,2017,12.44,39140730.98,-2.98
Eyeshadow,2008,22.76,282552977.7,9.8
Eyeshadow,2000,35.46,185502494.1,-7.56
Eyeshadow,2003,28.92,965265760,-1.27
Eyeshadow,2009,39.9,344691115.4,12.38
Eyeshadow,2012,15.08,896763113.4,8.76
Eyeshadow,2007,38.29,840334276.2,11.2
Eyeshadow,2001,6.24,781688656.7,12.53
Eyeshadow,2004,11.74,852528208.7,-2.71
Eyeshadow,2017,14.08,558239708,-3.68
Eyeshadow,2016,5.85,900724400.3,5.89
Eyeshadow,2010,21.82,177904088.3,-2.5
Eyeshadow,2013,39.7,857810918.3,14.07
Eyeshadow,2011,20.3,497811640.3,-9.82
Eyeshadow,2011,35.44,172926562.8,9.58
Eyeshadow,2004,23.45,582651922.8,12.81
Eyeshadow,2020,11.13,980969347.7,0.9
Eyeshadow,2021,12.39,451070663.9,-1.25
Eyeshadow,2013,31.71,453664733.6,8.49
Eyeshadow,2014,17.99,963848373.3,-9.68
Eyeshadow,2000,24.45,132100755,-4.27
Eyeshadow,2006,19.98,23464438.98,9.51
Eyeshadow,2008,24.35,185809614.1,13.83
Eyeshadow,2003,29.44,846680317.7,-2.26
Eyeshadow,2008,6.53,904275459,2.92
Eyeshadow,2018,22.02,19286316.88,9.38
Eyeshadow,2001,30.07,362865371.6,3.35
Eyeshadow,2014,25.43,258452223.5,5.27
Eyeshadow,2005,8.73,921284195,-1.13
Eyeshadow,2022,23.04,947217768,0.28
Eyeshadow,2005,38.75,524769411,-2.22
Eyeshadow,2002,10.28,560101894.7,-5.44
Eyeshadow,2016,35.52,257559695.6,0.25
Eyeshadow,2019,22.54,650918538.9,8.27
Eyeshadow,2002,29.6,239896934.4,7.53
Eyeshadow,2001,33.96,717701866.6,5.76
Eyeshadow,2014,27.31,503119084.8,1.36
Eyeshadow,2007,23.46,761490808.1,2.09
Eyeshadow,2012,38.22,117150428.2,-5.82
Eyeshadow,2018,38.89,286297067.5,11.74
Eyeshadow,2002,29.88,538038191.1,0.67
Eyeshadow,2017,25.49,414179179.1,3.33
Eyeshadow,2006,28.46,371841453.4,-2.8
Eyeshadow,2008,26.82,439814975.1,13.94
Eyeshadow,2009,16.03,599636808.6,10.16
Eyeshadow,2004,21.77,803575130.8,3.03
Eyeshadow,2005,38.34,172404310.9,4.2
Eyeshadow,2013,14.62,190460382.6,10.96
Eyeshadow,2013,19.4,703632660.5,-9.5
Eyeshadow,2009,7.33,169980031.2,0.58
Eyeshadow,2017,34.43,367640853.3,-9.66
Eyeshadow,2003,27.1,416994125.2,6.55
Foundation,2001,8.66,595354390.5,8.65
Foundation,2009,13.86,749324313.9,4.96
Foundation,2003,35.09,792774303.4,11.38
Foundation,2024,36.07,769306559.9,7.06
Foundation,2021,12.04,775113643.1,10.73
Foundation,2015,39.54,264172749.8,-8.55
Foundation,2000,21.44,54715484.18,-6.96
Foundation,2009,21.05,402136464.8,-2.5
Foundation,2023,9.1,477322358.3,4.19
Foundation,2003,6.46,33728041.5,8.51
Foundation,2016,38.31,459912592,4.16
Foundation,2006,18.77,214859439.9,12.28
Foundation,2019,5.14,295205629.5,11.05
Foundation,2017,16.22,248610940.1,-7.93
Foundation,2012,34.86,620955998.4,11.68
Foundation,2017,20.53,132870389.1,-0.76
Foundation,2013,9.67,594594793.8,-5
Foundation,2014,36.3,253710057.7,0.71
Foundation,2017,19.09,140671262.5,11.47
Foundation,2020,7.38,223089007.4,0.75
Foundation,2010,32.79,520404264.5,-6.38
Foundation,2017,38.73,105910908.5,-7.02
Foundation,2014,32.95,733903959.2,-3.74
Foundation,2006,35.25,452818928.5,-7.3
Foundation,2012,31.29,283520461.9,5.89
Foundation,2005,26.73,779117187.5,-9.17
Foundation,2016,7.49,524276765.6,8.18
Foundation,2011,6.6,26792285.16,8.26
Foundation,2014,29.67,788158108.1,-6.22
Foundation,2020,23.45,222992393.9,-6.66
Foundation,2006,24.67,701754855,0.68
Foundation,2019,22.35,975731061,3.39
Foundation,2013,10.89,755792819.2,-4.51
Foundation,2022,24.73,388457877.5,0.71
Foundation,2017,33.08,549399222.7,3.39
Foundation,2002,25.99,23801120.78,14.22
Foundation,2000,13.66,932300180,1.91
Foundation,2023,21.71,498147323.2,-1.41
Foundation,2020,33.4,185232756,-6.17
Foundation,2011,28.2,245953991.3,-9.08
Foundation,2022,36.39,166885395.1,6.83
Foundation,2011,13.46,275190165,14.05
Foundation,2012,25.94,244555660.8,4.05
Foundation,2002,11.47,263613757.6,-8.27
Foundation,2023,6.93,315164414.5,5.98
Foundation,2011,13.23,779450546.8,-6.39
Foundation,2011,21.08,606952781.3,-1.18
Foundation,2020,38.72,788228514.3,1.01
Foundation,2018,18.91,357851489.9,14.3
Foundation,2009,13.13,426832896.9,6.93
Foundation,2009,8.37,856268434.7,0.08
Foundation,2004,6.11,47964144.86,1.21
Foundation,2021,33.75,465700190.4,5.64
Foundation,2012,14.31,395613205.1,10.81
Foundation,2007,22.99,733629298.8,-4.36
Foundation,2006,8.62,193237350.9,-6.77
Foundation,2018,5.19,514489334,-9.43
Foundation,2013,12.88,423129940.5,5.76
Foundation,2022,37.62,738518367.6,1.64
Foundation,2020,31.1,670239338.2,13.85
Foundation,2006,34.08,149093239.8,-3.94
Foundation,2021,26.09,664191338,6.77
Foundation,2023,34.79,584786130.9,6.34
Foundation,2001,11.38,54187883.86,-1.9
Foundation,2022,23.31,67407238.31,0.95
Foundation,2002,5.34,384457581.1,1.41
Foundation,2023,37.66,147038797.6,12.09
Foundation,2013,12.21,420159143.5,-3.18
Foundation,2012,17.56,440631018.3,-3.94
Foundation,2000,36.71,294171771.9,-4.53
Foundation,2015,39.93,436985787.5,-4.81
Foundation,2017,8.61,18168647.78,13.81
Foundation,2018,7.16,480026272.7,7.78
Foundation,2009,31.52,861335588,-7.95
Foundation,2023,14.95,408318785.4,-6.99
Foundation,2022,19.75,102487464.3,1.18
Foundation,2023,23.92,681884216.3,-3.11
Foundation,2012,19.92,865606318.3,-4.45
Foundation,2015,27.35,592968083.4,11.93
Foundation,2011,30.09,515686890.5,11.36
Foundation,2005,14.7,414185777.2,7.16
Foundation,2024,10.18,322019868.3,7.13
Foundation,2000,18.86,242943762,10.57
Foundation,2013,39.88,15027248.95,-0.51
Foundation,2006,26.38,935590398,3.06
Foundation,2017,15.22,588935363.2,3.99
Foundation,2016,36.04,98059860.72,1.62
Foundation,2023,34.11,996647822,-7.19
Foundation,2016,37.73,679220191.7,4.33
Foundation,2023,34.32,335998257,-2.49
Foundation,2023,9.09,130885326.1,1.12
Foundation,2020,38.28,145815907.8,9.65
Foundation,2012,18.72,737515813.8,-2.61
Foundation,2004,31.13,959288003.8,-5.02
Foundation,2005,9.66,181048520.8,-4.76
Foundation,2011,12.5,818316532.7,2.6
Foundation,2014,24.57,112135880.9,-7.23
Foundation,2001,13.49,326611903.1,-4.32
Foundation,2008,38.19,377241000.9,1.11
Foundation,2020,21.95,128702425.5,13.28
Foundation,2023,32.9,412354455.6,-7.99
Foundation,2022,39.64,46693035.65,-4.71
Foundation,2017,27.65,815941361.4,-4.98
Foundation,2013,9.86,493837434.6,8.9
Foundation,2021,23.2,369077808.5,11.76
Foundation,2017,15.31,613846227.9,-7.17
Foundation,2003,33.87,713360846.1,4.33
Foundation,2021,32.09,809067350.1,8.33
Foundation,2014,29.03,407700837.9,8.03
Foundation,2008,24.26,449333470.1,4.66
Foundation,2015,27.34,633706492,-3.9
Foundation,2015,21.77,597370711.8,-6.96
Foundation,2005,20.26,137502624.7,-5.98
Foundation,2015,33.4,918295337,1.32
Foundation,2023,8.19,314372909,7.84
Foundation,2008,37,432033731.8,-9.31
Foundation,2002,12.89,223312612.1,9.07
Foundation,2017,18.16,441139101,8.38
Foundation,2009,31.07,653179938.4,3.49
Foundation,2020,28.49,167715033.3,5.52
Foundation,2010,32.35,602618478.9,4.52
Foundation,2001,20.34,343811428.9,-4.12
Foundation,2002,18.42,93606033.91,-4.23
Foundation,2018,30.76,500183355.7,3.2
Foundation,2024,27.96,855845484.4,13.34
Foundation,2003,25.09,670898011.3,11.54
Foundation,2021,8.21,895170647.8,5.71
Foundation,2015,29.03,819940072.2,9.2
Foundation,2018,22.32,636284178.8,6.91
Foundation,2012,20.14,523628282.9,12.16
Foundation,2000,36.97,922336362.3,5.63
Foundation,2003,24.9,783597927,-6.1
Foundation,2014,25.89,155988500.1,1.93
Foundation,2021,9.89,161125680.9,-6.22
Foundation,2003,25.12,352058081.8,10.82
Foundation,2008,23.3,146644121.5,1.11
Foundation,2019,7.18,227220025.9,2.65
Foundation,2015,13.85,71067813.54,-7.18
Foundation,2007,30.85,770928881.1,2.38
Foundation,2022,13.78,559886016.1,-1.44
Foundation,2009,15.51,321469391,9.32
Foundation,2020,15.2,371030135.9,3.03
Foundation,2016,19.07,754580645.4,7.73
Foundation,2003,20.72,211381435.7,2.98
Foundation,2004,25.01,592736811.4,1.4
Foundation,2015,37.48,774855475.9,9.52
Foundation,2013,16.81,82718672.44,3.88
Foundation,2011,35.03,419576959.5,6.69
Foundation,2023,11.77,87013966.75,-6.99
Foundation,2024,28.83,797881452.7,4.87
Foundation,2024,13.65,403145920.9,9.38
Foundation,2000,7.62,230562683,2.07
Foundation,2017,24.87,269604011.9,-0.44
Foundation,2018,26.12,495668676.7,8.83
Foundation,2023,17.12,142945062.1,-1.91
Foundation,2006,37.5,904862123.7,-7.8
Foundation,2005,16.32,65447437.71,13.99
Foundation,2023,15.8,264870550.6,4.15
Foundation,2016,31.06,70392183.18,11.31
Foundation,2022,9.02,924461364.2,7.63
Foundation,2006,39.49,900413557.2,4.22
Foundation,2008,18.07,979924905.6,0.64
Foundation,2017,6.71,850239712.7,5.56
Foundation,2017,9.51,337659854.1,-4.89
Foundation,2017,17.81,462186929.3,-8.72
Foundation,2014,13,921748462.3,-7.6
Foundation,2011,13.07,197117363.3,-2.61
Foundation,2017,32.91,985712200.9,9.48
Foundation,2021,16.47,251974553.6,6.21
Foundation,2006,25.97,909737302.9,-9.57
Foundation,2013,15.17,643219670.7,1.5
Foundation,2004,27.95,309083761.5,-2.02
Foundation,2012,24.31,945645378.7,11.23
Foundation,2013,20.58,319286271.8,0.4
Foundation,2018,8.9,606030812.7,0
Foundation,2005,8.16,711310925.1,-4.53
Foundation,2008,27.23,236925425.1,9.47
Foundation,2012,17.23,148755797.3,14.24
Foundation,2020,10.62,24357448.14,-6.34
Foundation,2007,17.55,415466854.1,8.1
Foundation,2011,20.98,272675234.8,14.94
Foundation,2001,19.65,11637825.38,-1.58
Foundation,2012,28.64,595802598.6,-2.65
Foundation,2010,38.65,601768230.6,-3.28
Foundation,2007,30.03,683604670,-0.91
Foundation,2001,38.22,492386186.6,-5.55
Foundation,2014,36.69,820278972,3.23
Foundation,2021,28.43,832246874,12.7
Foundation,2002,30.91,580159986,-3.29
Foundation,2020,30.85,436490971.3,13.27
Foundation,2023,30.72,204241248,-2.37
Foundation,2020,18.98,189358018.6,-8.76
Foundation,2017,5.85,851819391.2,14.09
Foundation,2002,25.1,586392919.2,7.43
Foundation,2005,25.89,23295576.25,6.03
Foundation,2017,5.66,760320336.5,0.42
Foundation,2022,24.78,563090515,6.85
Foundation,2006,16.68,782150794.6,-3.15
Foundation,2016,39.02,120580504.3,2.68
Foundation,2004,28.04,712149949.1,8.92
Foundation,2005,12.33,705178225.3,5.11
Foundation,2001,8.34,272870474.7,-7.21
Foundation,2019,6.66,166701403.4,7.12
Foundation,2024,24.91,714942575.8,10.38
Foundation,2014,27.61,973763623,8.75
Foundation,2014,5.28,44152105.42,9.38
Foundation,2001,28.52,140685386,7.47
Foundation,2003,7.03,98322374.23,-9
Foundation,2018,8.22,398927749.5,10.98
Foundation,2010,7.01,267797689.8,-3.67
Foundation,2008,11.54,18408115.02,-7.46
Foundation,2021,32.65,338776013.3,6.23
Foundation,2000,36.92,898919484.3,4.85
Foundation,2008,31,370434684,4.54
Foundation,2010,13.85,760512128,-0.79
Foundation,2007,12.78,430170251.3,7.41
Foundation,2001,27.76,844425841.8,6.1
Foundation,2012,15.53,402441068.9,3.99
Foundation,2019,30.82,804905123.9,6.24
Foundation,2014,35.67,574756250.8,7
Foundation,2018,7.21,767665474.9,-4.89
Foundation,2013,6.42,594460106.9,4.29
Foundation,2019,32.11,363006377.3,12.82
Foundation,2010,33.29,395916977.2,-4.9
Foundation,2006,23.23,290360733.2,-3.89
Foundation,2013,39.02,485930357.1,8.64
Foundation,2021,21.39,736140420.8,5.01
Foundation,2006,18.43,888639859.1,-0.67
Foundation,2001,13.06,429470844.2,-1.45
Foundation,2008,26.3,518515693.9,2.44
Foundation,2006,31.35,931643655.7,-1.52
Foundation,2006,15.01,451960763.3,-5.88
Foundation,2006,25.15,30975278.89,-0.04
Foundation,2024,29.4,648523445.5,3.33
Foundation,2014,7.23,704556376.3,6.79
Foundation,2003,5.99,919865027.7,10.96
Foundation,2011,11.27,442329316.5,13.54
Foundation,2004,12.03,395218099.7,5.35
Foundation,2020,32.69,358360675.6,10.22
Foundation,2006,9.19,284534357.9,1.21
Foundation,2014,9.07,297985266.6,6.03
Foundation,2015,10.73,318737484.8,11.37
Foundation,2002,9.31,324855970.4,4.79
Foundation,2019,9.29,403184628.9,14.12
Foundation,2022,22.6,442200243.4,2.82
Foundation,2004,27.61,786818045.2,3.66
Foundation,2005,11.5,903266645.4,7.33
Foundation,2014,6.21,744664009,14.19
Foundation,2023,30.32,273158955.5,-3.37
Foundation,2014,36.65,771783278.1,-3.72
Foundation,2018,29.54,456813422.6,-5.58
Foundation,2008,37.57,12162976.36,-3.53
Foundation,2010,15.28,284932639,-7.68
Foundation,2022,21.32,731028344.6,3.31
Foundation,2006,17.69,561261600.6,0.95
Foundation,2001,13.19,75946808.77,11.74
Foundation,2024,19.23,786876758.9,-4.98
Foundation,2023,30.54,510422175.9,12.97
Foundation,2001,33.94,873361355.6,2.19
Foundation,2003,30.64,766405444,-1.63
Foundation,2012,26.1,610411495.9,-0.06
Foundation,2013,7.22,231988335.7,-3.84
Foundation,2021,6.3,70240574.32,8.02
Foundation,2002,27.95,722994090.5,8.92
Foundation,2013,7.54,694228674,3.48
Foundation,2007,12.23,954233809.5,5.61
Foundation,2017,26.76,219787613.4,-1.6
Foundation,2019,34.26,739179434.7,9.12
Foundation,2022,10.32,345816575.5,6.33
Foundation,2010,39.75,787557421.5,7.29
Foundation,2018,21.64,814707488.1,6.01
Foundation,2021,34.88,268925711.9,-1.28
Foundation,2005,26.74,913481545.6,-2.02
Foundation,2024,24,858223420.2,-4.37
Foundation,2024,28.47,401926303.1,-7.59
Foundation,2018,36,336486145.3,-9.96
Foundation,2019,17.49,241482980.4,-9.99
Foundation,2000,31.09,47561414.23,-0.2
Foundation,2023,38.41,39616600.91,11.47
Foundation,2018,28.57,649795637.7,13.93
Foundation,2006,15.03,363454850.7,13.65
Foundation,2004,19.92,713146597.3,8.24
Foundation,2016,31.61,341995257.5,-9.74
Foundation,2003,10.05,51233787.98,12.04
Foundation,2006,11.58,875382712.9,-7.43
Foundation,2000,33.29,263107785.4,-5.06
Foundation,2012,22.1,944826349,-9.44
Foundation,2002,9.09,969785541.5,-3.74
Foundation,2024,25.21,765512623.7,9.08
Foundation,2015,27.97,418806886.2,0.63
Foundation,2007,14.92,779762677.6,10.63
Foundation,2020,37.22,968572144.5,-1.17
Foundation,2002,6.55,558411426.3,12.36
Foundation,2007,38.91,896594073.4,-1.47
Foundation,2017,14.8,322708848,-0.38
Foundation,2019,30.39,772880650,-5.14
Foundation,2015,26.62,775719456.4,11.63
Foundation,2022,38.12,306959009.2,14.14
Foundation,2009,8.79,765607179.6,8.08
Foundation,2021,26.16,678889523.6,-4.3
Foundation,2002,23.63,256127825.1,-5.24
Foundation,2012,33.03,648935642.5,7.8
Foundation,2017,5.24,418917891.7,7.01
Foundation,2012,23.8,911855829,0
Foundation,2006,33.12,157974116.1,13.61
Foundation,2004,37.29,409825277.6,-9.56
Foundation,2019,13.76,186236149.6,3.45
Foundation,2021,13.34,433197529.8,-9.33
Foundation,2022,23.42,614919224.6,-2.83
Foundation,2021,28.79,784656012.7,-0.62
Foundation,2009,20.9,982092484.2,-8.71
Foundation,2011,33.83,580105973.2,13.08
Foundation,2008,7.14,558189833.9,6.2
Foundation,2024,28.72,118217787.4,11.7
Foundation,2001,28.45,346441779.1,-7.93
Foundation,2003,25.49,672211520.2,8.27
Foundation,2012,21.05,114379168,11.17
Foundation,2020,27.67,836190157.1,4.89
Foundation,2005,27.19,583176826.6,2.06
Foundation,2001,37.46,245512460,4.35
Foundation,2011,11.79,286752923.8,13.15
Foundation,2007,24.13,179066471.7,12.48
Foundation,2011,23.29,267742104.9,7.88
Foundation,2015,15.53,612098975.5,-6.33
Foundation,2023,18.18,637724892.4,-7.82
Foundation,2010,6.75,836589524.9,-6.2
Foundation,2021,7.42,791646749.4,3.72
Foundation,2015,24.2,69325069.01,-7.22
Foundation,2017,39.54,28507675.2,-3.78
Foundation,2014,25.27,286026237,7.15
Foundation,2024,5.59,51560790.46,2.68
Foundation,2023,21.62,350157691.1,8.95
Foundation,2010,8.44,61904862.52,-2.7
Foundation,2010,11.06,665083882.4,13.55
Foundation,2018,39.53,78240105.04,-7.69
Foundation,2024,18.5,478237402,9.49
Foundation,2002,37.22,761829811.8,-7.91
Foundation,2001,20.94,494964473.7,-1.27
Foundation,2001,30.68,629345381.1,3.69
Foundation,2011,24.43,413331645.4,-7.47
Foundation,2007,18.54,71927424.4,13.5
Foundation,2003,21.52,802938544.4,3.61
Foundation,2017,16.65,222435127,13.25
Foundation,2015,39.55,436564775.1,9.22
Foundation,2010,20.88,686906990.4,-9.24
Foundation,2012,28.44,886314957.5,5.43
Foundation,2002,18.9,869701661.2,-6.89
Foundation,2013,13.07,460748544.4,-8.89
Foundation,2023,18.75,99709021.68,-9.18
Foundation,2018,19.84,709089821.2,-9.64
Foundation,2017,23.19,82732332.41,9.9
Foundation,2014,38.06,761322675.8,-0.66
Foundation,2008,5.45,122174169.3,8.76
Foundation,2021,26.93,415574754.1,-5.14
Foundation,2013,29.41,447625334.5,14.88
Foundation,2008,39.72,149635909.1,1.81
Foundation,2010,18.59,989069559.5,0.28
Foundation,2016,12.45,422786752.2,-3.12
Foundation,2004,17.71,828982796.6,12.75
Foundation,2017,6.77,499480743.5,3.77
Foundation,2000,33.84,692873629.9,-4.14
Foundation,2005,30.89,299786914.3,-9.45
Foundation,2008,5.14,445189500.6,8.66
Foundation,2006,28.67,561093917.3,2.47
Foundation,2015,11.85,332202583.3,-2.53
Foundation,2020,35.93,505452901.9,-9.12
Foundation,2000,25.96,614401722.5,8.79
Foundation,2022,12.07,513040056.3,-9.93
Foundation,2022,24.51,985439440.6,-9.97
Foundation,2000,25.96,209537535.9,12.36
Foundation,2003,33.51,293122034.5,4.38
Foundation,2021,12.17,959752356.6,-2.72
Foundation,2017,39.62,271544440.1,13.71
Foundation,2003,25.18,50372690.58,14.24
Foundation,2012,14.6,927680304.3,1.45
Foundation,2017,35.18,280413589.4,10.99
Foundation,2005,18.39,176138290,7.13
Foundation,2019,39,395070356.6,11.26
Foundation,2013,26.67,686393697.1,9.4
Foundation,2012,14.64,576177659.3,11.29
Foundation,2022,38.28,991483483,14.71
Foundation,2023,6.71,353090088.1,-9.58
Foundation,2015,20.82,778108767.9,0.39
Foundation,2019,28.53,789693799.7,1.48
Foundation,2003,14.32,304257969.4,2.89
Foundation,2021,7.65,30119918.63,-3.32
Foundation,2013,39.26,309546734.5,13.45
Foundation,2024,30.7,703573144.8,1.73
Foundation,2009,13.74,543039017,-8.95
Foundation,2007,13.64,184011032.3,-0.05
Foundation,2001,33.94,476175650.4,5.47
Foundation,2005,14.54,331499875.1,5.39
Foundation,2003,32.06,256996119.3,3.31
Foundation,2002,11.86,333535155.3,2.93
Foundation,2002,19.49,153724918.5,-9.63
Foundation,2007,35.41,251956809.4,-1.71
Foundation,2014,38.7,708349382.6,0.8
Foundation,2007,21.19,483129812.1,14.22
Foundation,2010,39.59,115470888.3,7.59
Foundation,2022,33.78,490210463.3,-2.54
Foundation,2014,14.37,72341500.06,4.12
Foundation,2012,19.2,766798253.1,4.59
Foundation,2020,17.56,122039295.4,-1.61
Foundation,2006,25.3,346908368.2,7.5
Foundation,2001,27.59,781550209.4,12.39
Foundation,2012,24.08,120634488.8,9.28
Foundation,2008,14.16,767045282.7,4.25
Foundation,2013,29.96,597880004.5,6.71
Foundation,2006,9.75,959853515.7,7.02
Foundation,2022,28.35,18754097.03,14.17
Foundation,2014,12.23,328042816.5,6.7
Foundation,2005,20.59,760987138.4,-1.73
Foundation,2001,7.43,564128576.8,11.66
Foundation,2020,28.52,937123875.7,4.39
Foundation,2023,32.76,950718148.3,8.48
Foundation,2012,30.39,146927740.1,0.28
Foundation,2007,13.17,570874520,7.83
Foundation,2007,38.27,721370469.3,-5.05
Foundation,2013,6.43,693211824,-1.33
Foundation,2018,12.12,638562867.7,9.64
Foundation,2000,18.25,901238732,3.33
Foundation,2012,33.57,333451074.3,11.98
Foundation,2022,27.82,814536298.8,-1.59
Foundation,2024,25.89,160282189.8,-8.54
Foundation,2001,33.92,248607994,-4.68
Foundation,2012,26.6,158515342.3,-2.54
Foundation,2005,35.98,557748251.2,2.43
Foundation,2006,24.64,546817448.3,-1.57
Foundation,2018,32.36,613796174.1,-6.28
Foundation,2012,18.35,245808782.6,1.39
Foundation,2006,9.94,651213492.6,12.58
Foundation,2007,19.06,918180395.3,8.03
Foundation,2010,24.62,617456707.8,10.94
Foundation,2005,13.85,189356168.7,-1.8
Foundation,2014,35.75,696382909.2,-3.97
Foundation,2001,35.54,251287887.5,10.97
Foundation,2008,26.67,705010626.3,-4.31
Foundation,2007,37.48,383681521.1,-4.5
Foundation,2017,19.4,311809711.4,7.75
Foundation,2002,19.21,607002790.9,4.86
Foundation,2008,7.08,865742903.1,-3.07
Foundation,2022,28.43,466127880.4,-6.25
Foundation,2001,27.87,213808241.4,1.13
Foundation,2016,30.64,214777811.6,-4.5
Foundation,2017,19.32,518311251.7,-8.62
Foundation,2017,38.29,720936994,-9.22
Foundation,2002,12.29,43712951.82,13.8
Foundation,2024,39.78,428329895.3,-3.76
Foundation,2004,22.48,237625580.5,-8.34
Foundation,2012,24.01,321269830.9,12.53
Foundation,2023,27.99,757134525.7,-3.64
Foundation,2003,9.07,681738248.9,4.53
Foundation,2003,19.2,271046738.1,-1.55
Foundation,2017,9.02,810637715.6,2.52
Foundation,2020,23.15,849401364.9,8.17
Foundation,2015,15.54,584151211.5,-4.35
Foundation,2021,26.74,277330314.1,-0.23
Foundation,2018,8.22,147080243.4,-5.15
Foundation,2011,10.71,619081933.9,5.46
Foundation,2008,37.23,84107741.54,4.36
Foundation,2022,11.02,816040509.4,4.22
Foundation,2021,22.43,522534759.9,-4.04
Foundation,2004,25.8,112980807.4,-0.85
Foundation,2006,33.18,188030060.9,-4.67
Foundation,2024,39.65,918593675.3,13.01
Foundation,2011,11.71,512023581.6,-2.16
Foundation,2001,26.03,701369496.3,-9.11
Foundation,2005,25.96,342755548.4,2.94
Foundation,2000,13.9,259372166.9,9.78
Foundation,2000,22.66,40132191.07,5.22
Foundation,2006,23.77,246413707.6,-0.2
Foundation,2019,10.97,238127237.5,-5.59
Foundation,2010,25.01,79698329.7,-6.09
Foundation,2024,8.79,304365082.7,-4.89
Foundation,2005,15.55,911212053.8,14.54
Foundation,2000,5.34,332054791.9,2.6
Foundation,2004,22.81,127368885.8,11.7
Foundation,2016,27.44,365020179.1,-6.06
Foundation,2008,31.42,195783727.1,6.18
Foundation,2017,33.82,263690469.9,13.27
Foundation,2013,38.41,423374220.7,6.3
Foundation,2007,9.02,438380759.8,-1.02
Foundation,2004,13.65,503747692,0.82
Foundation,2003,17.98,445680163.4,7.78
Foundation,2023,9.27,285597801.1,14.75
Foundation,2021,36.6,234312921.4,5.8
Foundation,2022,15.82,747885421.3,4.63
Foundation,2004,6.46,477702316.9,-4.53
Foundation,2012,18.23,513907248.6,-9.6
Foundation,2018,28.11,822546546.8,12.18
Foundation,2008,22.12,630225806.5,13.83
Foundation,2013,19.2,113875752.9,11.94
Foundation,2009,12.95,740281558.3,11.62
Foundation,2021,13.45,988513882.3,-7.01
Foundation,2008,7.89,170448748.5,-1.16
Foundation,2023,19.47,494215238.3,8.85
Foundation,2003,12.95,126230652.8,9.42
Foundation,2009,12.65,276372969,-9.53
Foundation,2021,20.6,940829651,-0.77
Foundation,2008,32.75,342145968.3,-9.43
Foundation,2003,15.68,660846628.2,5.27
Foundation,2021,25.28,679435772.9,12.49
Highlighter,2021,5.11,141529844.5,11.47
Highlighter,2014,17.81,704361536.9,-7.99
Highlighter,2005,24.98,514866371.8,4.34
Highlighter,2012,17.33,954500865.9,12.61
Highlighter,2024,13.64,143876105.3,-6.65
Highlighter,2006,32.74,322300465.7,4.64
Highlighter,2012,32.48,926988433.8,10.98
Highlighter,2017,19.2,980730998.5,2.26
Highlighter,2020,28.59,529104429.7,9.44
Highlighter,2017,25.83,333133392.2,-9.66
Highlighter,2008,9.49,349562350.9,-9.56
Highlighter,2017,17.58,751278377.4,5.15
Highlighter,2013,13.67,639933529.3,-4.17
