Category,Year,Units sold,Avg Price USD,Dollar Sales UD,YOY % Change
Bath Tissue,2001,7421606,3.79,28127886.74,3.76
Bath Tissue,2000,3810374,21.38,81465796.12,-48.25
Bath Tissue,2016,2756112,9.47,26100380.64,-19.16
Bath Tissue,2022,3743944,15.66,58630163.04,-38.58
Bath Tissue,2015,7336334,4.56,33453683.04,2.6
Bath Tissue,2023,113231,20.76,2350675.56,44.82
Bath Tissue,2000,2328974,5.89,13717656.86,39.23
Bath Tissue,2004,2054573,14.25,29277665.25,38.57
Bath Tissue,2005,2918793,21.46,62637297.78,-10.74
Bath Tissue,2009,3847576,21.58,83030690.08,31.92
Bath Tissue,2006,6855558,14.3,98034479.4,-12.76
Bath Tissue,2011,7894686,14.89,117551874.5,-24.95
Bath Tissue,2001,6653929,15.89,105730931.8,25.84
Bath Tissue,2011,2281925,18.67,42603539.75,32.91
Bath Tissue,2003,673462,12.67,8532763.54,-28.98
Bath Tissue,2014,4819553,3.73,17976932.69,30.77
Bath Tissue,2003,5479934,6.17,33811192.78,20.44
Bath Tissue,2013,3563882,22.79,81220870.78,1.83
Bath Tissue,2006,4873086,21.24,103504346.6,17.2
Bath Tissue,2005,2238383,16.17,36194653.11,-18.05
Bath Tissue,2010,2440490,9.71,23697157.9,-22.94
Bath Tissue,2002,7056169,12.52,88343235.88,-20.62
Bath Tissue,2001,1113104,5.69,6333561.76,20.51
Bath Tissue,2009,1894913,6.7,12695917.1,18.18
Bath Tissue,2013,7258209,1.57,11395388.13,-40.84
Bath Tissue,2003,2425990,21.03,51018569.7,6.74
Bath Tissue,2022,5196212,12.03,62510430.36,-35.35
Bath Tissue,2005,7939094,3.82,30327339.08,34.77
Bath Tissue,2014,498475,9.56,4765421,-16.33
Bath Tissue,2009,2989355,19.97,59697419.35,48.75
Bath Tissue,2006,7939951,17.56,139425539.6,46.98
Bath Tissue,2008,5833371,12.08,70467121.68,-0.29
Bath Tissue,2003,2525870,11.4,28794918,-40.35
Bath Tissue,2007,6098011,21.6,131717037.6,26.6
Bath Tissue,2014,2624278,21.54,56526948.12,-21.18
Bath Tissue,2001,5802982,7.17,41607380.94,37.8
Bath Tissue,2017,2135828,15,32037420,-39.4
Bath Tissue,2005,430252,2.51,1079932.52,-18.28
Bath Tissue,2017,6366478,5.49,34951964.22,-34.29
Bath Tissue,2001,3578008,23.16,82866665.28,-38.99
Bath Tissue,2008,5269126,23.19,122191031.9,-2.21
Bath Tissue,2012,7895783,20.52,162021467.2,48.77
Bath Tissue,2017,3742017,14.95,55943154.15,5.38
Bath Tissue,2011,3777064,8.65,32671603.6,-6.53
Bath Tissue,2020,6050682,20.1,121618708.2,16.42
Bath Tissue,2003,5056395,4.4,22248138,48.6
Bath Tissue,2008,1159162,11.64,13492645.68,-48.99
Bath Tissue,2008,461680,20.91,9653728.8,24.71
Bath Tissue,2025,1088081,24.69,26864719.89,43.36
Bath Tissue,2006,1905346,13.65,26007972.9,36.8
Bath Tissue,2020,1741479,18.59,32374094.61,-27.15
Bath Tissue,2002,1305815,24.94,32567026.1,33.24
Bath Tissue,2013,674855,14.45,9751654.75,-6.16
Bath Tissue,2019,3145223,2.17,6825133.91,27.97
Bath Tissue,2014,5351968,3.08,16484061.44,40.58
Bath Tissue,2009,5899747,20.95,123599699.7,-35.16
Bath Tissue,2024,925862,21.45,19859739.9,32.35
Bath Tissue,2024,2457312,6.37,15653077.44,20.47
Bath Tissue,2016,2816378,14.46,40724825.88,-18.95
Bath Tissue,2013,5459118,17.62,96189659.16,30.64
Bath Tissue,2017,6392485,8.65,55294995.25,18.92
Bath Tissue,2025,2678903,6.56,17573603.68,-39.69
Bath Tissue,2007,5709654,21.32,121729823.3,-11.99
Bath Tissue,2017,7200382,20.62,148471876.8,-38.96
Bath Tissue,2021,4094527,19.15,78410192.05,-3.5
Bath Tissue,2005,5553522,14.02,77860378.44,-29.3
Bath Tissue,2017,1822154,6.33,11534234.82,9.28
Bath Tissue,2013,2055116,11.7,24044857.2,-14.84
Bath Tissue,2010,308322,5.76,1775934.72,-48.1
Bath Tissue,2024,5581879,2.78,15517623.62,-16.42
Bath Tissue,2012,2374375,8.3,19707312.5,15.37
Bath Tissue,2015,1338670,18.78,25140222.6,-49.95
Bath Tissue,2010,3533716,24.25,85692613,26.38
Bath Tissue,2007,1401968,20.2,28319753.6,6.66
Bath Tissue,2000,5127432,3.21,16459056.72,40.26
Bath Tissue,2024,2699078,3.72,10040570.16,33.07
Bath Tissue,2004,6499435,15.58,101261197.3,-13.25
Bath Tissue,2013,1819852,14.1,25659913.2,10.3
Bath Tissue,2011,3893685,20.98,81689511.3,-18.13
Bath Tissue,2006,1122436,24.25,27219073,32.32
Bath Tissue,2010,6681609,4.83,32272171.47,27.35
Bath Tissue,2022,4603372,19.98,91975372.56,-28.18
Bath Tissue,2001,2297499,4.64,10660395.36,-22.29
Bath Tissue,2016,386956,10.43,4035951.08,22.12
Bath Tissue,2024,7002378,14.14,99013624.92,47.41
Bath Tissue,2023,5726635,18.11,103709359.9,22.49
Bath Tissue,2012,6271029,20.39,127866281.3,-1.92
Bath Tissue,2019,6554571,8.45,55386124.95,15.51
Bath Tissue,2016,2032846,8.33,16933607.18,41.23
Bath Tissue,2017,1601933,19.28,30885268.24,-34.2
Bath Tissue,2006,5362339,16.22,86977138.58,26.5
Bath Tissue,2002,7042728,16.7,117613557.6,41.8
Bath Tissue,2018,6264913,22.63,141774981.2,32.61
Bath Tissue,2000,4373367,14.2,62101811.4,-17.97
Bath Tissue,2007,3458225,12.29,42501585.25,38.55
Bath Tissue,2015,5543954,19.65,108938696.1,-28.19
Bath Tissue,2012,5599359,20.84,116690641.6,-25.33
Bath Tissue,2021,1587570,23.01,36529985.7,-30.27
Bath Tissue,2002,7242745,23.49,170132080.1,43.98
Bath Tissue,2002,7586799,4.99,37858127.01,22.58
Bath Tissue,2000,6472554,24.14,156247453.6,-28.89
Bath Tissue,2014,495360,8.9,4408704,47.43
Bath Tissue,2024,7339789,4.32,31707888.48,-43.93
Bath Tissue,2000,7688562,21.27,163535713.7,-38.7
Bath Tissue,2018,5894795,24.03,141651923.9,49.99
Bath Tissue,2025,4301350,3.8,16345130,30.92
Bath Tissue,2013,2055882,18.93,38917846.26,29.94
Bath Tissue,2001,6689443,5.89,39400819.27,26.53
Bath Tissue,2000,501908,15.98,8020489.84,14.84
Bath Tissue,2000,1675716,12.26,20544278.16,-18.77
Bath Tissue,2000,2579784,17.32,44681858.88,-47.45
Bath Tissue,2001,4082382,20.8,84913545.6,-20.11
Bath Tissue,2014,4231194,23.89,101083224.7,38.24
Bath Tissue,2019,486980,22.64,11025227.2,-44.88
Bath Tissue,2024,2683869,12.17,32662685.73,9.62
Bath Tissue,2017,7083543,5.62,39809511.66,-17.97
Bath Tissue,2004,2497122,6.88,17180199.36,-5.67
Bath Tissue,2005,1352200,1.77,2393394,14.78
Bath Tissue,2022,5688114,1.71,9726674.94,20.75
Bath Tissue,2012,5714002,19.91,113765779.8,-20.08
Bath Tissue,2009,1414932,6.79,9607388.28,-44.9
Bath Tissue,2020,3485987,23.49,81885834.63,-42.36
Bath Tissue,2000,4254906,16.56,70461243.36,-34.21
Bath Tissue,2015,7080380,17.02,120508067.6,16.82
Bath Tissue,2006,3538453,17.87,63232155.11,-21.86
Bath Tissue,2015,6684502,2.56,17112325.12,-46.62
Bath Tissue,2009,331251,7.6,2517507.6,23.04
Bath Tissue,2006,2098938,20.96,43993740.48,22.77
Bath Tissue,2005,3743052,10.4,38927740.8,33.7
Bath Tissue,2007,6343849,6.92,43899435.08,-15.11
Bath Tissue,2001,5421782,22.42,121556352.4,-27.27
Bath Tissue,2011,2605588,18.05,47030863.4,-37.11
Bath Tissue,2011,332868,24.71,8225168.28,-41.74
Bath Tissue,2015,5748191,19.66,113009435.1,48.6
Bath Tissue,2024,1620687,12.82,20777207.34,15.28
Bath Tissue,2014,1170908,4.73,5538394.84,13.7
Bath Tissue,2016,4783345,15.54,74333181.3,-26.82
Bath Tissue,2010,3918047,24.83,97285107.01,27.2
Bath Tissue,2003,7834389,20.19,158176313.9,-0.43
Bath Tissue,2012,2757510,16.41,45250739.1,14.46
Bath Tissue,2001,4627959,6,27767754,39.49
Bath Tissue,2022,6443184,7.63,49161493.92,-31.18
Bath Tissue,2020,4071932,18.3,74516355.6,41.67
Bath Tissue,2001,367669,14.81,5445177.89,-35.53
Bath Tissue,2003,2988572,3.14,9384116.08,-26.11
Bath Tissue,2019,1499696,20.35,30518813.6,48.99
Bath Tissue,2011,173131,11.44,1980618.64,18.54
Bath Tissue,2002,773883,4.54,3513428.82,46.15
Bath Tissue,2012,7700128,14.83,114192898.2,26.03
Bath Tissue,2012,5717343,2.58,14750744.94,-22.91
Bath Tissue,2018,6104975,11.57,70634560.75,34.79
Bath Tissue,2001,4039607,22.81,92143435.67,24.26
Bath Tissue,2015,3411733,2.46,8392863.18,11.4
Bath Tissue,2025,5805282,15.4,89401342.8,39.19
Bath Tissue,2023,7466897,4.87,36363788.39,-17.29
Bath Tissue,2012,3083797,11.52,35525341.44,-36.73
Bath Tissue,2000,5506367,15.11,83201205.37,-6.74
Bath Tissue,2003,942269,4.62,4353282.78,-43.33
Bath Tissue,2022,6589416,9.97,65696477.52,-47.44
Bath Tissue,2025,1734032,21.1,36588075.2,5.93
Bath Tissue,2010,1170636,4.71,5513695.56,47.44
Bath Tissue,2007,6712540,3.06,20540372.4,-34.68
Bath Tissue,2010,2173930,15.11,32848082.3,-22.85
Bath Tissue,2020,3741400,18.11,67756754,49.32
Bath Tissue,2002,3367168,17.4,58588723.2,-44.73
Bath Tissue,2006,2346342,7,16424394,-26.18
Bath Tissue,2025,3743804,6.1,22837204.4,11.36
Bath Tissue,2010,4080150,2.71,11057206.5,3.49
Bath Tissue,2006,3021593,18.15,54841912.95,20.88
Bath Tissue,2011,7709432,22.91,176623087.1,10.73
Bath Tissue,2005,7862628,20.78,163385409.8,-17.9
Bath Tissue,2023,2245939,11.87,26659295.93,30.25
Bath Tissue,2011,701423,19.26,13509406.98,21.31
Bath Tissue,2019,6083368,17.28,105120599,-32.32
Bath Tissue,2009,4027813,8.59,34598913.67,-37.84
Bath Tissue,2011,7116232,9.59,68244664.88,24.75
Bath Tissue,2015,513426,6.25,3208912.5,-0.34
Bath Tissue,2007,6944201,5.67,39373619.67,-47.7
Bath Tissue,2022,4349299,22.68,98642101.32,-40.34
Bath Tissue,2007,7894079,8.73,68915309.67,-37.38
Bath Tissue,2005,7516608,10.36,77872058.88,-23.16
Bath Tissue,2010,1036939,19.45,20168463.55,31.28
Bath Tissue,2001,1297937,16.17,20987641.29,16.69
Bath Tissue,2001,3864430,8.58,33156809.4,-19.8
Bath Tissue,2003,2004005,17.98,36032009.9,-7.79
Bath Tissue,2006,1454537,1.74,2530894.38,-38.23
Bath Tissue,2000,7435081,19.98,148552918.4,22.05
Bath Tissue,2005,7387153,15.06,111250524.2,32.27
Bath Tissue,2008,2184248,11.62,25380961.76,15.14
Bath Tissue,2008,7368539,4.68,34484762.52,40.6
Bath Tissue,2025,985760,24.85,24496136,-18.24
Bath Tissue,2022,7158978,14.41,103160873,-5.17
Bath Tissue,2016,4395537,5.25,23076569.25,-46.25
Bath Tissue,2017,198873,1.57,312230.61,-46.02
Bath Tissue,2019,5539517,17.2,95279692.4,36.82
Bath Tissue,2019,571771,22.76,13013507.96,42.95
Bath Tissue,2000,4562676,12.79,58356626.04,34.67
Bath Tissue,2016,213498,10.84,2314318.32,43.25
Bath Tissue,2022,4762445,15.32,72960657.4,-24.33
Bath Tissue,2004,7034097,24.52,172476058.4,-23.24
Bath Tissue,2006,397227,24.51,9736033.77,-21.6
Bath Tissue,2014,3739206,6.99,26137049.94,-10.6
Bath Tissue,2014,4360130,24.24,105689551.2,-11.58
Bath Tissue,2006,5725969,5.13,29374220.97,11.26
Bath Tissue,2022,3363531,16.61,55868249.91,-24.09
Bath Tissue,2025,2026684,15.42,31251467.28,-24.2
Bath Tissue,2002,2136096,11.18,23881553.28,-13.66
Bath Tissue,2022,5512299,6.66,36711911.34,11.25
Bath Tissue,2022,1526413,14.08,21491895.04,39.46
Bath Tissue,2004,1786654,7.51,13417771.54,14.66
Bath Tissue,2005,5242873,3.99,20919063.27,-43.99
Coffee Filters,2025,4385612,10.4,45610364.8,-41.31
Coffee Filters,2015,7473981,2,14947962,-16.92
Coffee Filters,2017,1100228,3.68,4048839.04,-42.84
Coffee Filters,2005,1646733,15.23,25079743.59,22.23
Coffee Filters,2003,4096970,8.18,33513214.6,-0.77
Coffee Filters,2016,4114425,21.5,88460137.5,-7.86
Coffee Filters,2021,2694862,7.27,19591646.74,-12.42
Coffee Filters,2009,1372779,1.81,2484729.99,-15.82
Coffee Filters,2020,5036260,16.89,85062431.4,47.46
Coffee Filters,2023,5182320,21.48,111316233.6,-46.79
Coffee Filters,2023,7030540,8.72,61306308.8,4.2
Coffee Filters,2005,5138951,3.68,18911339.68,11.8
Coffee Filters,2003,6320338,5.15,32549740.7,-38.78
Coffee Filters,2025,5024801,9.54,47936601.54,-43.7
Coffee Filters,2014,82061,17.51,1436888.11,24.55
Coffee Filters,2022,3424981,9.05,30996078.05,19.81
Coffee Filters,2013,1059268,1.95,2065572.6,2.47
Coffee Filters,2024,101916,2.43,247655.88,-25.88
Coffee Filters,2019,2566093,7.76,19912881.68,32.83
Coffee Filters,2022,3045258,23.32,71015416.56,27.3
Coffee Filters,2020,5329612,4.65,24782695.8,-16.28
Coffee Filters,2011,7623714,17.63,134406077.8,-49.47
Coffee Filters,2003,3017116,14.19,42812876.04,8.14
Coffee Filters,2019,1974513,4.15,8194228.95,43.12
Coffee Filters,2021,2795480,20.61,57614842.8,46.22
Coffee Filters,2006,7552111,13.71,103539441.8,40.44
Coffee Filters,2000,919286,2.85,2619965.1,27.35
Coffee Filters,2014,3724108,6.43,23946014.44,40.25
Coffee Filters,2007,4465209,17.53,78275113.77,-44.96
Coffee Filters,2015,431376,17,7333392,-23.83
Coffee Filters,2014,5124986,13.99,71698554.14,8.63
Coffee Filters,2024,485779,22.51,10934885.29,30.65
Coffee Filters,2013,119267,19.44,2318550.48,-3.41
Coffee Filters,2003,4081285,19.43,79299367.55,26.58
Coffee Filters,2025,874033,22.37,19552118.21,-10.79
Coffee Filters,2020,6860363,8.35,57284031.05,-10.92
Coffee Filters,2004,3906033,9.31,36365167.23,15.47
Coffee Filters,2001,7780536,22.83,177629636.9,-12.19
Coffee Filters,2012,658750,3.82,2516425,49.51
Coffee Filters,2020,1199799,20.65,24775849.35,-44.57
Coffee Filters,2016,5823494,13.37,77860114.78,-16.33
Coffee Filters,2010,6615638,11.43,75616742.34,-25.04
Coffee Filters,2008,655844,13.83,9070322.52,48.89
Coffee Filters,2002,7243850,8.23,59616885.5,38.77
Coffee Filters,2016,6457823,18.44,119082256.1,34.17
Coffee Filters,2013,123083,12.04,1481919.32,-8.91
Coffee Filters,2020,7168153,22.83,163648933,-47.97
Coffee Filters,2002,6988780,20.6,143968868,-8.55
Coffee Filters,2018,5721483,22.57,129133871.3,7.35
Coffee Filters,2001,5235136,11.16,58424117.76,-22.39
Coffee Filters,2004,153439,2.75,421957.25,31.77
Coffee Filters,2003,6972594,23.2,161764180.8,-19.21
Coffee Filters,2000,799136,15.26,12194815.36,-9.1
Coffee Filters,2011,640343,11.26,7210262.18,31.14
Coffee Filters,2014,6022563,9.68,58298409.84,4.95
Coffee Filters,2002,1618666,9.69,15684873.54,39.25
Coffee Filters,2003,743077,22.11,16429432.47,2.91
Coffee Filters,2004,4051209,15.13,61294792.17,9.74
Coffee Filters,2000,3101095,13.73,42578034.35,22.61
Coffee Filters,2011,5636148,19.16,107988595.7,23.18
Coffee Filters,2012,2970494,1.94,5762758.36,-28.27
Coffee Filters,2008,183382,13.79,2528837.78,49.55
Coffee Filters,2020,1106103,23.88,26413739.64,-44.4
Coffee Filters,2024,7375873,11.11,81945949.03,32.68
Coffee Filters,2004,4057094,9.06,36757271.64,-37.88
Coffee Filters,2024,3807109,8.27,31484791.43,34.46
Coffee Filters,2020,7988748,23.63,188774115.2,-20.93
Coffee Filters,2012,6856502,14.98,102710400,8.28
Coffee Filters,2008,6244649,13.71,85614137.79,-44.86
Coffee Filters,2011,5417056,23.1,125133993.6,-41.96
Coffee Filters,2003,3983338,16.12,64211408.56,19
Coffee Filters,2015,5253161,18.42,96763225.62,40.24
Coffee Filters,2004,3839586,5.99,22999120.14,-30.73
Coffee Filters,2018,7888882,12.85,101372133.7,-8.02
Coffee Filters,2017,5588363,24.42,136467824.5,29.43
Coffee Filters,2019,3730761,11.69,43612596.09,-40.9
Coffee Filters,2015,3314649,13.62,45145519.38,-22.2
Coffee Filters,2018,399031,13.6,5426821.6,1.21
Coffee Filters,2019,3870685,15.06,58292516.1,-24.43
Coffee Filters,2000,4164214,12.83,53426865.62,45.34
Coffee Filters,2006,3532176,17.69,62484193.44,18.56
Coffee Filters,2015,423597,21.72,9200526.84,-41.44
Coffee Filters,2003,7328862,4.76,34885383.12,-40.35
Coffee Filters,2021,5004894,14.34,71770179.96,-17.56
Coffee Filters,2004,2023341,14.75,29844279.75,20.44
Coffee Filters,2005,396534,18.59,7371567.06,13.84
Coffee Filters,2023,1318101,7.26,9569413.26,40.73
Coffee Filters,2024,2200712,16.93,37258054.16,-38.72
Coffee Filters,2003,1146195,22.19,25434067.05,30.18
Coffee Filters,2022,2246510,21.04,47266570.4,10.65
Coffee Filters,2008,6608978,20.08,132708278.2,-40.71
Coffee Filters,2003,1242437,8.44,10486168.28,30.01
Coffee Filters,2009,2922091,3.15,9204586.65,-14.53
Coffee Filters,2021,3698939,12.87,47605344.93,-49.88
Coffee Filters,2025,5835394,2.08,12137619.52,-8.04
Coffee Filters,2011,4378006,10.66,46669543.96,-48.35
Coffee Filters,2014,591000,16.49,9745590,-10.06
Coffee Filters,2004,3040795,2.27,6902604.65,14.07
Coffee Filters,2007,4003612,16.48,65979525.76,-12.15
Coffee Filters,2019,7142415,10.86,77566626.9,-1.7
Coffee Filters,2021,2438985,2.41,5877953.85,-38.92
Coffee Filters,2014,2952622,3.98,11751435.56,30.61
Coffee Filters,2024,3828243,24.96,95552945.28,6.16
Coffee Filters,2008,1116400,21.89,24437996,-2.74
Coffee Filters,2009,7095360,22.84,162058022.4,-20.45
Coffee Filters,2011,4740630,6.63,31430376.9,-8.12
Coffee Filters,2003,678259,9.61,6518068.99,-4.33
Coffee Filters,2003,7226153,13.24,95674265.72,-1.27
Coffee Filters,2003,293256,17.49,5129047.44,-6.32
Coffee Filters,2018,580864,7.27,4222881.28,30.81
Coffee Filters,2000,1018664,4.6,4685854.4,-23.16
Coffee Filters,2016,845734,14.65,12390003.1,-11.37
Coffee Filters,2008,1612360,6.55,10560958,-13.62
Coffee Filters,2000,858491,6.67,5726134.97,25.58
Coffee Filters,2010,329593,21.17,6977483.81,4.87
Coffee Filters,2011,1389253,17.89,24853736.17,-47.59
Coffee Filters,2015,5551173,2.61,14488561.53,-45.35
Coffee Filters,2009,5563512,23.31,129685464.7,5.32
Coffee Filters,2022,6487589,18.85,122291052.7,-48.88
Coffee Filters,2024,673219,6.14,4133564.66,38.18
Coffee Filters,2002,6723867,16.14,108523213.4,-6.81
Coffee Filters,2002,6123295,23.47,143713733.7,0.26
Coffee Filters,2018,838311,11.89,9967517.79,42.37
Coffee Filters,2006,4298499,2.15,9241772.85,-23.64
Coffee Filters,2014,7999809,2.83,22639459.47,-30.34
Coffee Filters,2019,460509,11.62,5351114.58,-24.09
Coffee Filters,2009,7469538,3.7,27637290.6,-47.66
Coffee Filters,2023,4615152,8.98,41444064.96,44.5
Coffee Filters,2014,1210688,18.62,22543010.56,-20.15
Coffee Filters,2018,1531341,23.79,36430602.39,-48.35
Coffee Filters,2017,7784469,7.43,57838604.67,19.8
Coffee Filters,2025,6277834,1.8,11300101.2,40.07
Coffee Filters,2012,7526729,13.99,105298938.7,10.98
Coffee Filters,2019,2296243,19.49,44753776.07,-28.96
Coffee Filters,2018,6463392,5.71,36905968.32,31.22
Coffee Filters,2013,1077069,22.02,23717059.38,-43.32
Coffee Filters,2015,7151995,8.83,63152115.85,-26.47
Coffee Filters,2001,2719802,8.31,22601554.62,-16.1
Coffee Filters,2018,2256372,15.92,35921442.24,7.53
Coffee Filters,2003,6543309,5.52,36119065.68,43.19
Coffee Filters,2010,1467686,12.11,17773677.46,6.55
Coffee Filters,2014,4603354,9.22,42442923.88,-32.46
Coffee Filters,2016,6138087,3.28,20132925.36,40.74
Coffee Filters,2022,551724,21.96,12115859.04,-36.71
Coffee Filters,2013,4720360,6.67,31484801.2,-34.57
Coffee Filters,2022,6086239,3.35,20388900.65,-28.39
Coffee Filters,2021,844332,8.82,7447008.24,36.7
Coffee Filters,2003,1383590,24.14,33399862.6,14.88
Coffee Filters,2010,1928591,10.11,19498055.01,49.34
Coffee Filters,2001,4540740,5.07,23021551.8,14.01
Coffee Filters,2010,5922390,6.07,35948907.3,-20.05
Coffee Filters,2012,7903770,18.3,144638991,13.19
Coffee Filters,2017,6957284,8.17,56841010.28,-33.33
Coffee Filters,2003,4849314,14.32,69442176.48,-29.08
Coffee Filters,2023,3437437,5.87,20177755.19,-32.75
Coffee Filters,2006,6940204,24.62,170867822.5,-39.96
Coffee Filters,2019,3092688,2.01,6216302.88,-14.6
Coffee Filters,2015,2369284,3.96,9382364.64,-21.4
Coffee Filters,2000,4233810,8.29,35098284.9,12.65
Coffee Filters,2011,5721112,15.48,88562813.76,-30.62
Coffee Filters,2000,7760377,9.64,74810034.28,-1.97
Coffee Filters,2008,5806552,5.29,30716660.08,2.73
Coffee Filters,2011,4838404,3.41,16498957.64,-8.05
Coffee Filters,2010,4527011,12.51,56632907.61,40.04
Coffee Filters,2013,3590797,12.67,45495397.99,11.53
Coffee Filters,2021,1334268,5.89,7858838.52,-18.13
Coffee Filters,2002,3787543,8.22,31133603.46,35.52
Coffee Filters,2004,7746221,2.71,20992258.91,-45
Coffee Filters,2016,1892380,11.51,21781293.8,28.56
Coffee Filters,2016,4635307,14.14,65543240.98,22.31
Coffee Filters,2017,1865494,21.93,40910283.42,-39.45
Coffee Filters,2003,5786575,13.29,76903581.75,41.82
Coffee Filters,2023,5234206,13.88,72650779.28,41.43
Coffee Filters,2021,6131728,13.6,83391500.8,12.44
Coffee Filters,2021,2349212,24.61,57814107.32,-15.74
Coffee Filters,2004,745763,7.98,5951188.74,-2.99
Coffee Filters,2025,7985804,11.41,91118023.64,24.67
Coffee Filters,2009,495961,5.26,2608754.86,-44.88
Coffee Filters,2000,2693904,5.44,14654837.76,41.48
Coffee Filters,2014,2186637,1.87,4089011.19,-4.75
Coffee Filters,2006,2086156,7.75,16167709,18.53
Coffee Filters,2003,7371689,24.9,183555056.1,28.03
Coffee Filters,2024,2489330,8.89,22130143.7,-34.72
Coffee Filters,2015,1475349,12.02,17733694.98,-7.45
Coffee Filters,2008,3949731,4.67,18445243.77,-5.83
Coffee Filters,2009,4345412,14.38,62487024.56,-10.26
Coffee Filters,2021,702425,8.17,5738812.25,-48.37
Coffee Filters,2002,537996,19.29,10377942.84,0.81
Coffee Filters,2024,6601893,17.82,117645733.3,-27.73
Coffee Filters,2008,4236649,7.83,33172961.67,14.07
Coffee Filters,2014,6234491,2.4,14962778.4,32.33
Coffee Filters,2003,7431334,16.2,120387610.8,46.86
Coffee Filters,2021,625725,21.74,13603261.5,13.82
Coffee Filters,2023,6744129,9.85,66429670.65,30.76
Coffee Filters,2009,5063208,7.73,39138597.84,-17.5
Coffee Filters,2009,6374203,24.68,157315330,29.96
Coffee Filters,2025,3394516,4.51,15309267.16,4.96
Coffee Filters,2003,3726387,2.71,10098508.77,32.03
Coffee Filters,2008,5629989,12.06,67897667.34,-4.65
Coffee Filters,2010,3077019,6.06,18646735.14,45.74
Coffee Filters,2008,7796504,3.33,25962358.32,29.39
Coffee Filters,2016,964635,24.29,23430984.15,14.08
Coffee Filters,2009,7812884,20.94,163601791,19.7
Coffee Filters,2012,6702488,10.02,67158929.76,-22.28
Coffee Filters,2012,1914718,20.88,39979311.84,27.83
Coffee Filters,2023,5729217,7.36,42167037.12,-49.55
Coffee Filters,2025,5781674,22.88,132284701.1,-26.75
Coffee Filters,2005,6478053,8.31,53832620.43,-9.81
Coffee Filters,2001,7379242,11.15,82278548.3,10.07
Coffee Filters,2021,6802602,9.43,64148536.86,-7.87
Coffee Filters,2019,6683433,6.74,45046338.42,45.59
Coffee Filters,2021,4679952,22.9,107170900.8,20.41
Coffee Filters,2013,3015256,18.39,55450557.84,21.71
Coffee Filters,2015,2524983,16.66,42066216.78,44.89
Coffee Filters,2011,3064203,1.98,6067121.94,32.54
Coffee Filters,2002,5603622,9.81,54971531.82,-44.54
Coffee Filters,2012,7025329,5.44,38217789.76,-43.91
Coffee Filters,2024,4472024,1.61,7199958.64,44.17
Coffee Filters,2007,2903595,11.46,33275198.7,12.98
Coffee Filters,2014,3880529,17.37,67404788.73,-4.53
Coffee Filters,2025,1716627,21.37,36684318.99,16.43
Coffee Filters,2015,5016892,21.75,109117401,-4.37
Coffee Filters,2024,4355390,8.82,38414539.8,44.67
Coffee Filters,2000,1518337,24.73,37548474.01,-20.71
Coffee Filters,2010,6534736,5.05,33000416.8,2.51
Coffee Filters,2014,1818769,9.42,17132803.98,-34
Coffee Filters,2017,7395441,19.41,143545509.8,-23.56
Coffee Filters,2000,1767226,15.27,26985541.02,17.43
Coffee Filters,2000,683767,15.59,10659927.53,17.67
Coffee Filters,2025,3600246,5.61,20197380.06,47.74
Coffee Filters,2022,7242217,24.37,176492828.3,-10.56
Coffee Filters,2011,6155654,18.76,115480069,3.5
Coffee Filters,2019,2932194,21.52,63100814.88,2.84
Coffee Filters,2007,5746642,16.37,94072529.54,-10.42
Coffee Filters,2014,5611225,5.51,30917849.75,-32.84
Coffee Filters,2019,3675429,7.42,27271683.18,-42.91
Coffee Filters,2007,2083486,10.33,21522410.38,34.58
Coffee Filters,2007,4170088,10.66,44453138.08,-27.69
Coffee Filters,2008,2361281,12.93,30531363.33,-34.1
Coffee Filters,2011,2455592,20.76,50978089.92,-5.38
Coffee Filters,2007,2643140,23.42,61902338.8,7.94
Coffee Filters,2024,1851589,4.85,8980206.65,6.96
Coffee Filters,2016,3831306,24.27,92985796.62,-34.65
Coffee Filters,2024,1003743,24.93,25023312.99,-23.91
Coffee Filters,2020,4487454,5.64,25309240.56,-43.4
Coffee Filters,2010,1675214,15.01,25144962.14,-12.45
Coffee Filters,2006,3037083,15.35,46619224.05,-35.76
Coffee Filters,2008,4593753,11.94,54849410.82,-15.85
Coffee Filters,2002,946934,17.53,16599753.02,12.91
Coffee Filters,2020,6953229,17.87,124254202.2,-28.88
Coffee Filters,2011,2798120,8.84,24735380.8,23.94
Coffee Filters,2008,4390478,21.42,94044038.76,-14.68
Coffee Filters,2000,421691,6.71,2829546.61,-38.63
Coffee Filters,2004,4178672,2.95,12327082.4,34.26
Coffee Filters,2001,7198147,5.85,42109159.95,-33.2
Coffee Filters,2008,7933837,23.43,185889800.9,37.2
Coffee Filters,2023,2987508,17.81,53207517.48,-0.09
Coffee Filters,2009,5085297,22.12,112486769.6,-45.79
Coffee Filters,2025,125717,19,2388623,-35.09
Coffee Filters,2010,6030315,24.38,147019079.7,-5.64
Coffee Filters,2020,5943063,13.65,81122809.95,38.8
Coffee Filters,2004,6298394,2.56,16123888.64,38.33
Coffee Filters,2019,5460674,14.29,78033031.46,-18.13
Coffee Filters,2010,1570571,2.97,4664595.87,13.02
Coffee Filters,2012,7682227,13.47,103479597.7,-28.46
Coffee Filters,2009,90985,6.87,625066.95,32.1
Coffee Filters,2014,7027238,18.5,130003903,13.5
